threeday_yrmo,threeday_yr,year,dayofyear,Ksal
2065,173,2016,152,0.258
2066,173,2016,152,0.258
2067,173,2016,152,0.258
2068,173,2016,152,0.258
2069,173,2016,152,0.258
2070,173,2016,152,0.258
2071,173,2016,152,0.258
2072,173,2016,152,0.258
2073,173,2016,152,0.258
2074,173,2016,152,0.258
2075,173,2016,152,0.258
2076,173,2016,152,0.258
2077,174,2016,155,0.276
2078,174,2016,155,0.276
2079,174,2016,155,0.276
2080,174,2016,155,0.276
2081,174,2016,155,0.276
2082,174,2016,155,0.276
2083,174,2016,155,0.276
2084,174,2016,155,0.276
2085,174,2016,155,0.276
2086,174,2016,155,0.276
2087,174,2016,155,0.276
2088,174,2016,155,0.276
2089,175,2016,158,0.266
2090,175,2016,158,0.266
2091,175,2016,158,0.266
2092,175,2016,158,0.266
2093,175,2016,158,0.266
2094,175,2016,158,0.266
2095,175,2016,158,0.266
2096,175,2016,158,0.266
2097,175,2016,158,0.266
2098,175,2016,158,0.266
2099,175,2016,158,0.266
2100,175,2016,158,0.266
2101,176,2016,161,0.257
2102,176,2016,161,0.257
2103,176,2016,161,0.257
2104,176,2016,161,0.257
2105,176,2016,161,0.257
2106,176,2016,161,0.257
2107,176,2016,161,0.257
2108,176,2016,161,0.257
2109,176,2016,161,0.257
2110,176,2016,161,0.257
2111,176,2016,161,0.257
2112,176,2016,161,0.257
2113,177,2016,164,0.273
2114,177,2016,164,0.273
2115,177,2016,164,0.273
2116,177,2016,164,0.273
2117,177,2016,164,0.273
2118,177,2016,164,0.273
2119,177,2016,164,0.273
2120,177,2016,164,0.273
2121,177,2016,164,0.273
2122,177,2016,164,0.273
2123,177,2016,164,0.273
2124,177,2016,164,0.273
2125,178,2016,167,0.277
2126,178,2016,167,0.277
2127,178,2016,167,0.277
2128,178,2016,167,0.277
2129,178,2016,167,0.277
2130,178,2016,167,0.277
2131,178,2016,167,0.277
2132,178,2016,167,0.277
2133,178,2016,167,0.277
2134,178,2016,167,0.277
2135,178,2016,167,0.277
2136,178,2016,167,0.277
2137,179,2016,170,0.271
2138,179,2016,170,0.271
2139,179,2016,170,0.271
2140,179,2016,170,0.271
2141,179,2016,170,0.271
2142,179,2016,170,0.271
2143,179,2016,170,0.271
2144,179,2016,170,0.271
2145,179,2016,170,0.271
2146,179,2016,170,0.271
2147,179,2016,170,0.271
2148,179,2016,170,0.271
2149,180,2016,173,0.287
2150,180,2016,173,0.287
2151,180,2016,173,0.287
2152,180,2016,173,0.287
2153,180,2016,173,0.287
2154,180,2016,173,0.287
2155,180,2016,173,0.287
2156,180,2016,173,0.287
2157,180,2016,173,0.287
2158,180,2016,173,0.287
2159,180,2016,173,0.287
2160,180,2016,173,0.287
2161,181,2016,176,0.298
2162,181,2016,176,0.298
2163,181,2016,176,0.298
2164,181,2016,176,0.298
2165,181,2016,176,0.298
2166,181,2016,176,0.298
2167,181,2016,176,0.298
2168,181,2016,176,0.298
2169,181,2016,176,0.298
2170,181,2016,176,0.298
2171,181,2016,176,0.298
2172,181,2016,176,0.298
2173,182,2016,179,0.284
2174,182,2016,179,0.284
2175,182,2016,179,0.284
2176,182,2016,179,0.284
2177,182,2016,179,0.284
2178,182,2016,179,0.284
2179,182,2016,179,0.284
2180,182,2016,179,0.284
2181,182,2016,179,0.284
2182,182,2016,179,0.284
2183,182,2016,179,0.284
2184,182,2016,179,0.284
2185,183,2016,182,0.284
2186,183,2016,182,0.284
2187,183,2016,182,0.284
2188,183,2016,182,0.284
2189,183,2016,182,0.284
2190,183,2016,182,0.284
2191,183,2016,182,0.284
2192,183,2016,182,0.284
2193,183,2016,182,0.284
2194,183,2016,182,0.284
2195,183,2016,182,0.284
2196,183,2016,182,0.284
2197,184,2016,185,0.304
2198,184,2016,185,0.304
2199,184,2016,185,0.304
2200,184,2016,185,0.304
2201,184,2016,185,0.304
2202,184,2016,185,0.304
2203,184,2016,185,0.304
2204,184,2016,185,0.304
2205,184,2016,185,0.304
2206,184,2016,185,0.304
2207,184,2016,185,0.304
2208,184,2016,185,0.304
2209,185,2016,188,0.284
2210,185,2016,188,0.284
2211,185,2016,188,0.284
2212,185,2016,188,0.284
2213,185,2016,188,0.284
2214,185,2016,188,0.284
2215,185,2016,188,0.284
2216,185,2016,188,0.284
2217,185,2016,188,0.284
2218,185,2016,188,0.284
2219,185,2016,188,0.284
2220,185,2016,188,0.284
2221,186,2016,191,0.285
2222,186,2016,191,0.285
2223,186,2016,191,0.285
2224,186,2016,191,0.285
2225,186,2016,191,0.285
2226,186,2016,191,0.285
2227,186,2016,191,0.285
2228,186,2016,191,0.285
2229,186,2016,191,0.285
2230,186,2016,191,0.285
2231,186,2016,191,0.285
2232,186,2016,191,0.285
2233,187,2016,194,0.282
2234,187,2016,194,0.282
2235,187,2016,194,0.282
2236,187,2016,194,0.282
2237,187,2016,194,0.282
2238,187,2016,194,0.282
2239,187,2016,194,0.282
2240,187,2016,194,0.282
2241,187,2016,194,0.282
2242,187,2016,194,0.282
2243,187,2016,194,0.282
2244,187,2016,194,0.282
2245,188,2016,197,0.282
2246,188,2016,197,0.282
2247,188,2016,197,0.282
2248,188,2016,197,0.282
2249,188,2016,197,0.282
2250,188,2016,197,0.282
2251,188,2016,197,0.282
2252,188,2016,197,0.282
2253,188,2016,197,0.282
2254,188,2016,197,0.282
2255,188,2016,197,0.282
2256,188,2016,197,0.282
2257,189,2016,200,0.291
2258,189,2016,200,0.291
2259,189,2016,200,0.291
2260,189,2016,200,0.291
2261,189,2016,200,0.291
2262,189,2016,200,0.291
2263,189,2016,200,0.291
2264,189,2016,200,0.291
2265,189,2016,200,0.291
2266,189,2016,200,0.291
2267,189,2016,200,0.291
2268,189,2016,200,0.291
2269,190,2016,203,0.288
2270,190,2016,203,0.288
2271,190,2016,203,0.288
2272,190,2016,203,0.288
2273,190,2016,203,0.288
2274,190,2016,203,0.288
2275,190,2016,203,0.288
2276,190,2016,203,0.288
2277,190,2016,203,0.288
2278,190,2016,203,0.288
2279,190,2016,203,0.288
2280,190,2016,203,0.288
2281,191,2016,206,0.278
2282,191,2016,206,0.278
2283,191,2016,206,0.278
2284,191,2016,206,0.278
2285,191,2016,206,0.278
2286,191,2016,206,0.278
2287,191,2016,206,0.278
2288,191,2016,206,0.278
2289,191,2016,206,0.278
2290,191,2016,206,0.278
2291,191,2016,206,0.278
2292,191,2016,206,0.278
2293,192,2016,209,0.266
2294,192,2016,209,0.266
2295,192,2016,209,0.266
2296,192,2016,209,0.266
2297,192,2016,209,0.266
2298,192,2016,209,0.266
2299,192,2016,209,0.266
2300,192,2016,209,0.266
2301,192,2016,209,0.266
2302,192,2016,209,0.266
2303,192,2016,209,0.266
2304,192,2016,209,0.266
2305,193,2016,212,0.262
2306,193,2016,212,0.262
2307,193,2016,212,0.262
2308,193,2016,212,0.262
2309,193,2016,212,0.262
2310,193,2016,212,0.262
2311,193,2016,212,0.262
2312,193,2016,212,0.262
2313,193,2016,212,0.262
2314,193,2016,212,0.262
2315,193,2016,212,0.262
2316,193,2016,212,0.262
2317,194,2016,215,0.237
2318,194,2016,215,0.237
2319,194,2016,215,0.237
2320,194,2016,215,0.237
2321,194,2016,215,0.237
2322,194,2016,215,0.237
2323,194,2016,215,0.237
2324,194,2016,215,0.237
2325,194,2016,215,0.237
2326,194,2016,215,0.237
2327,194,2016,215,0.237
2328,194,2016,215,0.237
2329,195,2016,218,0.232
2330,195,2016,218,0.232
2331,195,2016,218,0.232
2332,195,2016,218,0.232
2333,195,2016,218,0.232
2334,195,2016,218,0.232
2335,195,2016,218,0.232
2336,195,2016,218,0.232
2337,195,2016,218,0.232
2338,195,2016,218,0.232
2339,195,2016,218,0.232
2340,195,2016,218,0.232
2341,196,2016,221,0.231
2342,196,2016,221,0.231
2343,196,2016,221,0.231
2344,196,2016,221,0.231
2345,196,2016,221,0.231
2346,196,2016,221,0.231
2347,196,2016,221,0.231
2348,196,2016,221,0.231
2349,196,2016,221,0.231
2350,196,2016,221,0.231
2351,196,2016,221,0.231
2352,196,2016,221,0.231
2353,197,2016,224,0.234
2354,197,2016,224,0.234
2355,197,2016,224,0.234
2356,197,2016,224,0.234
2357,197,2016,224,0.234
2358,197,2016,224,0.234
2359,197,2016,224,0.234
2360,197,2016,224,0.234
2361,197,2016,224,0.234
2362,197,2016,224,0.234
2363,197,2016,224,0.234
2364,197,2016,224,0.234
2365,198,2016,227,0.233
2366,198,2016,227,0.233
2367,198,2016,227,0.233
2368,198,2016,227,0.233
2369,198,2016,227,0.233
2370,198,2016,227,0.233
2371,198,2016,227,0.233
2372,198,2016,227,0.233
2373,198,2016,227,0.233
2374,198,2016,227,0.233
2375,198,2016,227,0.233
2376,198,2016,227,0.233
2377,199,2016,230,0.222
2378,199,2016,230,0.222
2379,199,2016,230,0.222
2380,199,2016,230,0.222
2381,199,2016,230,0.222
2382,199,2016,230,0.222
2383,199,2016,230,0.222
2384,199,2016,230,0.222
2385,199,2016,230,0.222
2386,199,2016,230,0.222
2387,199,2016,230,0.222
2388,199,2016,230,0.222
2389,200,2016,233,0.198
2390,200,2016,233,0.198
2391,200,2016,233,0.198
2392,200,2016,233,0.198
2393,200,2016,233,0.198
2394,200,2016,233,0.198
2395,200,2016,233,0.198
2396,200,2016,233,0.198
2397,200,2016,233,0.198
2398,200,2016,233,0.198
2399,200,2016,233,0.198
2400,200,2016,233,0.198
2401,201,2016,236,0.197
2402,201,2016,236,0.197
2403,201,2016,236,0.197
2404,201,2016,236,0.197
2405,201,2016,236,0.197
2406,201,2016,236,0.197
2407,201,2016,236,0.197
2408,201,2016,236,0.197
2409,201,2016,236,0.197
2410,201,2016,236,0.197
2411,201,2016,236,0.197
2412,201,2016,236,0.197
2413,202,2016,239,0.187
2414,202,2016,239,0.187
2415,202,2016,239,0.187
2416,202,2016,239,0.187
2417,202,2016,239,0.187
2418,202,2016,239,0.187
2419,202,2016,239,0.187
2420,202,2016,239,0.187
2421,202,2016,239,0.187
2422,202,2016,239,0.187
2423,202,2016,239,0.187
2424,202,2016,239,0.187
2425,203,2016,242,0.197
2426,203,2016,242,0.197
2427,203,2016,242,0.197
2428,203,2016,242,0.197
2429,203,2016,242,0.197
2430,203,2016,242,0.197
2431,203,2016,242,0.197
2432,203,2016,242,0.197
2433,203,2016,242,0.197
2434,203,2016,242,0.197
2435,203,2016,242,0.197
2436,203,2016,242,0.197
2437,204,2016,245,0.194
2438,204,2016,245,0.194
2439,204,2016,245,0.194
2440,204,2016,245,0.194
2441,204,2016,245,0.194
2442,204,2016,245,0.194
2443,204,2016,245,0.194
2444,204,2016,245,0.194
2445,204,2016,245,0.194
2446,204,2016,245,0.194
2447,204,2016,245,0.194
2448,204,2016,245,0.194
2449,205,2016,248,0.187
2450,205,2016,248,0.187
2451,205,2016,248,0.187
2452,205,2016,248,0.187
2453,205,2016,248,0.187
2454,205,2016,248,0.187
2455,205,2016,248,0.187
2456,205,2016,248,0.187
2457,205,2016,248,0.187
2458,205,2016,248,0.187
2459,205,2016,248,0.187
2460,205,2016,248,0.187
2461,206,2016,251,0.195
2462,206,2016,251,0.195
2463,206,2016,251,0.195
2464,206,2016,251,0.195
2465,206,2016,251,0.195
2466,206,2016,251,0.195
2467,206,2016,251,0.195
2468,206,2016,251,0.195
2469,206,2016,251,0.195
2470,206,2016,251,0.195
2471,206,2016,251,0.195
2472,206,2016,251,0.195
2473,207,2016,254,0.191
2474,207,2016,254,0.191
2475,207,2016,254,0.191
2476,207,2016,254,0.191
2477,207,2016,254,0.191
2478,207,2016,254,0.191
2479,207,2016,254,0.191
2480,207,2016,254,0.191
2481,207,2016,254,0.191
2482,207,2016,254,0.191
2483,207,2016,254,0.191
2484,207,2016,254,0.191
2485,208,2016,257,0.192
2486,208,2016,257,0.192
2487,208,2016,257,0.192
2488,208,2016,257,0.192
2489,208,2016,257,0.192
2490,208,2016,257,0.192
2491,208,2016,257,0.192
2492,208,2016,257,0.192
2493,208,2016,257,0.192
2494,208,2016,257,0.192
2495,208,2016,257,0.192
2496,208,2016,257,0.192
2497,209,2016,260,0.177
2498,209,2016,260,0.177
2499,209,2016,260,0.177
2500,209,2016,260,0.177
2501,209,2016,260,0.177
2502,209,2016,260,0.177
2503,209,2016,260,0.177
2504,209,2016,260,0.177
2505,209,2016,260,0.177
2506,209,2016,260,0.177
2507,209,2016,260,0.177
2508,209,2016,260,0.177
2509,210,2016,263,0.185
2510,210,2016,263,0.185
2511,210,2016,263,0.185
2512,210,2016,263,0.185
2513,210,2016,263,0.185
2514,210,2016,263,0.185
2515,210,2016,263,0.185
2516,210,2016,263,0.185
2517,210,2016,263,0.185
2518,210,2016,263,0.185
2519,210,2016,263,0.185
2520,210,2016,263,0.185
2521,211,2016,266,0.176
2522,211,2016,266,0.176
2523,211,2016,266,0.176
2524,211,2016,266,0.176
2525,211,2016,266,0.176
2526,211,2016,266,0.176
2527,211,2016,266,0.176
2528,211,2016,266,0.176
2529,211,2016,266,0.176
2530,211,2016,266,0.176
2531,211,2016,266,0.176
2532,211,2016,266,0.176
2533,212,2016,269,0.185
2534,212,2016,269,0.185
2535,212,2016,269,0.185
2536,212,2016,269,0.185
2537,212,2016,269,0.185
2538,212,2016,269,0.185
2539,212,2016,269,0.185
2540,212,2016,269,0.185
2541,212,2016,269,0.185
2542,212,2016,269,0.185
2543,212,2016,269,0.185
2544,212,2016,269,0.185
2545,213,2016,272,0.179
2546,213,2016,272,0.179
2547,213,2016,272,0.179
2548,213,2016,272,0.179
2549,213,2016,272,0.179
2550,213,2016,272,0.179
2551,213,2016,272,0.179
2552,213,2016,272,0.179
2553,213,2016,272,0.179
2554,213,2016,272,0.179
2555,213,2016,272,0.179
2556,213,2016,272,0.179
2557,214,2016,275,0.165
2558,214,2016,275,0.165
2559,214,2016,275,0.165
2560,214,2016,275,0.165
2561,214,2016,275,0.165
2562,214,2016,275,0.165
2563,214,2016,275,0.165
2564,214,2016,275,0.165
2565,214,2016,275,0.165
2566,214,2016,275,0.165
2567,214,2016,275,0.165
2568,214,2016,275,0.165
2569,215,2016,278,0.171
2570,215,2016,278,0.171
2571,215,2016,278,0.171
2572,215,2016,278,0.171
2573,215,2016,278,0.171
2574,215,2016,278,0.171
2575,215,2016,278,0.171
2576,215,2016,278,0.171
2577,215,2016,278,0.171
2578,215,2016,278,0.171
2579,215,2016,278,0.171
2580,215,2016,278,0.171
2581,216,2016,281,0.169
2582,216,2016,281,0.169
2583,216,2016,281,0.169
2584,216,2016,281,0.169
2585,216,2016,281,0.169
2586,216,2016,281,0.169
2587,216,2016,281,0.169
2588,216,2016,281,0.169
2589,216,2016,281,0.169
2590,216,2016,281,0.169
2591,216,2016,281,0.169
2592,216,2016,281,0.169
2593,217,2016,284,0.17
2594,217,2016,284,0.17
2595,217,2016,284,0.17
2596,217,2016,284,0.17
2597,217,2016,284,0.17
2598,217,2016,284,0.17
2599,217,2016,284,0.17
2600,217,2016,284,0.17
2601,217,2016,284,0.17
2602,217,2016,284,0.17
2603,217,2016,284,0.17
2604,217,2016,284,0.17
2605,218,2016,287,0.172
2606,218,2016,287,0.172
2607,218,2016,287,0.172
2608,218,2016,287,0.172
2609,218,2016,287,0.172
2610,218,2016,287,0.172
2611,218,2016,287,0.172
2612,218,2016,287,0.172
2613,218,2016,287,0.172
2614,218,2016,287,0.172
2615,218,2016,287,0.172
2616,218,2016,287,0.172
2617,219,2016,290,0.168
2618,219,2016,290,0.168
2619,219,2016,290,0.168
2620,219,2016,290,0.168
2621,219,2016,290,0.168
2622,219,2016,290,0.168
2623,219,2016,290,0.168
2624,219,2016,290,0.168
2625,219,2016,290,0.168
2626,219,2016,290,0.168
2627,219,2016,290,0.168
2628,219,2016,290,0.168
2629,220,2016,293,0.167
2630,220,2016,293,0.167
2631,220,2016,293,0.167
2632,220,2016,293,0.167
2633,220,2016,293,0.167
2634,220,2016,293,0.167
2635,220,2016,293,0.167
2636,220,2016,293,0.167
2637,220,2016,293,0.167
2638,220,2016,293,0.167
2639,220,2016,293,0.167
2640,220,2016,293,0.167
2641,221,2016,296,0.172
2642,221,2016,296,0.172
2643,221,2016,296,0.172
2644,221,2016,296,0.172
2645,221,2016,296,0.172
2646,221,2016,296,0.172
2647,221,2016,296,0.172
2648,221,2016,296,0.172
2649,221,2016,296,0.172
2650,221,2016,296,0.172
2651,221,2016,296,0.172
2652,221,2016,296,0.172
2653,222,2016,299,0.182
2654,222,2016,299,0.182
2655,222,2016,299,0.182
2656,222,2016,299,0.182
2657,222,2016,299,0.182
2658,222,2016,299,0.182
2659,222,2016,299,0.182
2660,222,2016,299,0.182
2661,222,2016,299,0.182
2662,222,2016,299,0.182
2663,222,2016,299,0.182
2664,222,2016,299,0.182
2665,223,2016,302,0.191
2666,223,2016,302,0.191
2667,223,2016,302,0.191
2668,223,2016,302,0.191
2669,223,2016,302,0.191
2670,223,2016,302,0.191
2671,223,2016,302,0.191
2672,223,2016,302,0.191
2673,223,2016,302,0.191
2674,223,2016,302,0.191
2675,223,2016,302,0.191
2676,223,2016,302,0.191
2677,224,2016,305,0.188
2678,224,2016,305,0.188
2679,224,2016,305,0.188
2680,224,2016,305,0.188
2681,224,2016,305,0.188
2682,224,2016,305,0.188
2683,224,2016,305,0.188
2684,224,2016,305,0.188
2685,224,2016,305,0.188
2686,224,2016,305,0.188
2687,224,2016,305,0.188
2688,224,2016,305,0.188
2689,225,2016,308,0.196
2690,225,2016,308,0.196
2691,225,2016,308,0.196
2692,225,2016,308,0.196
2693,225,2016,308,0.196
2694,225,2016,308,0.196
2695,225,2016,308,0.196
2696,225,2016,308,0.196
2697,225,2016,308,0.196
2698,225,2016,308,0.196
2699,225,2016,308,0.196
2700,225,2016,308,0.196
2701,226,2016,311,0.197
2702,226,2016,311,0.197
2703,226,2016,311,0.197
2704,226,2016,311,0.197
2705,226,2016,311,0.197
2706,226,2016,311,0.197
2707,226,2016,311,0.197
2708,226,2016,311,0.197
2709,226,2016,311,0.197
2710,226,2016,311,0.197
2711,226,2016,311,0.197
2712,226,2016,311,0.197
2713,227,2016,314,0.194
2714,227,2016,314,0.194
2715,227,2016,314,0.194
2716,227,2016,314,0.194
2717,227,2016,314,0.194
2718,227,2016,314,0.194
2719,227,2016,314,0.194
2720,227,2016,314,0.194
2721,227,2016,314,0.194
2722,227,2016,314,0.194
2723,227,2016,314,0.194
2724,227,2016,314,0.194
2725,228,2016,317,0.194
2726,228,2016,317,0.194
2727,228,2016,317,0.194
2728,228,2016,317,0.194
2729,228,2016,317,0.194
2730,228,2016,317,0.194
2731,228,2016,317,0.194
2732,228,2016,317,0.194
2733,228,2016,317,0.194
2734,228,2016,317,0.194
2735,228,2016,317,0.194
2736,228,2016,317,0.194
2737,229,2016,320,0.21
2738,229,2016,320,0.21
2739,229,2016,320,0.21
2740,229,2016,320,0.21
2741,229,2016,320,0.21
2742,229,2016,320,0.21
2743,229,2016,320,0.21
2744,229,2016,320,0.21
2745,229,2016,320,0.21
2746,229,2016,320,0.21
2747,229,2016,320,0.21
2748,229,2016,320,0.21
2749,230,2016,323,0.204
2750,230,2016,323,0.204
2751,230,2016,323,0.204
2752,230,2016,323,0.204
2753,230,2016,323,0.204
2754,230,2016,323,0.204
2755,230,2016,323,0.204
2756,230,2016,323,0.204
2757,230,2016,323,0.204
2758,230,2016,323,0.204
2759,230,2016,323,0.204
2760,230,2016,323,0.204
2761,231,2016,326,0.212
2762,231,2016,326,0.212
2763,231,2016,326,0.212
2764,231,2016,326,0.212
2765,231,2016,326,0.212
2766,231,2016,326,0.212
2767,231,2016,326,0.212
2768,231,2016,326,0.212
2769,231,2016,326,0.212
2770,231,2016,326,0.212
2771,231,2016,326,0.212
2772,231,2016,326,0.212
2773,232,2016,329,0.214
2774,232,2016,329,0.214
2775,232,2016,329,0.214
2776,232,2016,329,0.214
2777,232,2016,329,0.214
2778,232,2016,329,0.214
2779,232,2016,329,0.214
2780,232,2016,329,0.214
2781,232,2016,329,0.214
2782,232,2016,329,0.214
2783,232,2016,329,0.214
2784,232,2016,329,0.214
2785,233,2016,332,0.215
2786,233,2016,332,0.215
2787,233,2016,332,0.215
2788,233,2016,332,0.215
2789,233,2016,332,0.215
2790,233,2016,332,0.215
2791,233,2016,332,0.215
2792,233,2016,332,0.215
2793,233,2016,332,0.215
2794,233,2016,332,0.215
2795,233,2016,332,0.215
2796,233,2016,332,0.215
2797,234,2016,335,0.225
2798,234,2016,335,0.225
2799,234,2016,335,0.225
2800,234,2016,335,0.225
2801,234,2016,335,0.225
2802,234,2016,335,0.225
2803,234,2016,335,0.225
2804,234,2016,335,0.225
2805,234,2016,335,0.225
2806,234,2016,335,0.225
2807,234,2016,335,0.225
2808,234,2016,335,0.225
2809,235,2016,338,0.225
2810,235,2016,338,0.225
2811,235,2016,338,0.225
2812,235,2016,338,0.225
2813,235,2016,338,0.225
2814,235,2016,338,0.225
2815,235,2016,338,0.225
2816,235,2016,338,0.225
2817,235,2016,338,0.225
2818,235,2016,338,0.225
2819,235,2016,338,0.225
2820,235,2016,338,0.225
2821,236,2016,341,0.216
2822,236,2016,341,0.216
2823,236,2016,341,0.216
2824,236,2016,341,0.216
2825,236,2016,341,0.216
2826,236,2016,341,0.216
2827,236,2016,341,0.216
2828,236,2016,341,0.216
2829,236,2016,341,0.216
2830,236,2016,341,0.216
2831,236,2016,341,0.216
2832,236,2016,341,0.216
2833,237,2016,344,0.218
2834,237,2016,344,0.218
2835,237,2016,344,0.218
2836,237,2016,344,0.218
2837,237,2016,344,0.218
2838,237,2016,344,0.218
2839,237,2016,344,0.218
2840,237,2016,344,0.218
2841,237,2016,344,0.218
2842,237,2016,344,0.218
2843,237,2016,344,0.218
2844,237,2016,344,0.218
2845,238,2016,347,0.211
2846,238,2016,347,0.211
2847,238,2016,347,0.211
2848,238,2016,347,0.211
2849,238,2016,347,0.211
2850,238,2016,347,0.211
2851,238,2016,347,0.211
2852,238,2016,347,0.211
2853,238,2016,347,0.211
2854,238,2016,347,0.211
2855,238,2016,347,0.211
2856,238,2016,347,0.211
2857,239,2016,350,0.209
2858,239,2016,350,0.209
2859,239,2016,350,0.209
2860,239,2016,350,0.209
2861,239,2016,350,0.209
2862,239,2016,350,0.209
2863,239,2016,350,0.209
2864,239,2016,350,0.209
2865,239,2016,350,0.209
2866,239,2016,350,0.209
2867,239,2016,350,0.209
2868,239,2016,350,0.209
2869,240,2016,353,0.206
2870,240,2016,353,0.206
2871,240,2016,353,0.206
2872,240,2016,353,0.206
2873,240,2016,353,0.206
2874,240,2016,353,0.206
2875,240,2016,353,0.206
2876,240,2016,353,0.206
2877,240,2016,353,0.206
2878,240,2016,353,0.206
2879,240,2016,353,0.206
2880,240,2016,353,0.206
2881,241,2016,356,0.199
2882,241,2016,356,0.199
2883,241,2016,356,0.199
2884,241,2016,356,0.199
2885,241,2016,356,0.199
2886,241,2016,356,0.199
2887,241,2016,356,0.199
2888,241,2016,356,0.199
2889,241,2016,356,0.199
2890,241,2016,356,0.199
2891,241,2016,356,0.199
2892,241,2016,356,0.199
2893,242,2016,359,0.198
2894,242,2016,359,0.198
2895,242,2016,359,0.198
2896,242,2016,359,0.198
2897,242,2016,359,0.198
2898,242,2016,359,0.198
2899,242,2016,359,0.198
2900,242,2016,359,0.198
2901,242,2016,359,0.198
2902,242,2016,359,0.198
2903,242,2016,359,0.198
2904,242,2016,359,0.198
2905,243,2016,362,0.202
2906,243,2016,362,0.202
2907,243,2016,362,0.202
2908,243,2016,362,0.202
2909,243,2016,362,0.202
2910,243,2016,362,0.202
2911,243,2016,362,0.202
2912,243,2016,362,0.202
2913,243,2016,362,0.202
2914,243,2016,362,0.202
2915,243,2016,362,0.202
2916,243,2016,362,0.202
2917,244,2016,365,0.204
2918,244,2016,365,0.204
2919,244,2016,365,0.204
2920,244,2016,365,0.204
2921,244,2016,365,0.204
2922,244,2016,365,0.204
2923,244,2016,365,0.204
2924,244,2016,365,0.204
2925,244,2016,365,0.204
2926,244,2016,365,0.204
2927,244,2016,365,0.204
2928,244,2016,365,0.204
2929,245,2017,2,0.199
2930,245,2017,2,0.199
2931,245,2017,2,0.199
2932,245,2017,2,0.199
2933,245,2017,2,0.199
2934,245,2017,2,0.199
2935,245,2017,2,0.199
2936,245,2017,2,0.199
2937,245,2017,2,0.199
2938,245,2017,2,0.199
2939,245,2017,2,0.199
2940,245,2017,2,0.199
2941,246,2017,5,0.199
2942,246,2017,5,0.199
2943,246,2017,5,0.199
2944,246,2017,5,0.199
2945,246,2017,5,0.199
2946,246,2017,5,0.199
2947,246,2017,5,0.199
2948,246,2017,5,0.199
2949,246,2017,5,0.199
2950,246,2017,5,0.199
2951,246,2017,5,0.199
2952,246,2017,5,0.199
2953,247,2017,8,0.198
2954,247,2017,8,0.198
2955,247,2017,8,0.198
2956,247,2017,8,0.198
2957,247,2017,8,0.198
2958,247,2017,8,0.198
2959,247,2017,8,0.198
2960,247,2017,8,0.198
2961,247,2017,8,0.198
2962,247,2017,8,0.198
2963,247,2017,8,0.198
2964,247,2017,8,0.198
2965,248,2017,11,0.195
2966,248,2017,11,0.195
2967,248,2017,11,0.195
2968,248,2017,11,0.195
2969,248,2017,11,0.195
2970,248,2017,11,0.195
2971,248,2017,11,0.195
2972,248,2017,11,0.195
2973,248,2017,11,0.195
2974,248,2017,11,0.195
2975,248,2017,11,0.195
2976,248,2017,11,0.195
2977,249,2017,14,0.189
2978,249,2017,14,0.189
2979,249,2017,14,0.189
2980,249,2017,14,0.189
2981,249,2017,14,0.189
2982,249,2017,14,0.189
2983,249,2017,14,0.189
2984,249,2017,14,0.189
2985,249,2017,14,0.189
2986,249,2017,14,0.189
2987,249,2017,14,0.189
2988,249,2017,14,0.189
2989,250,2017,17,0.185
2990,250,2017,17,0.185
2991,250,2017,17,0.185
2992,250,2017,17,0.185
2993,250,2017,17,0.185
2994,250,2017,17,0.185
2995,250,2017,17,0.185
2996,250,2017,17,0.185
2997,250,2017,17,0.185
2998,250,2017,17,0.185
2999,250,2017,17,0.185
3000,250,2017,17,0.185
3001,251,2017,20,0.182
3002,251,2017,20,0.182
3003,251,2017,20,0.182
3004,251,2017,20,0.182
3005,251,2017,20,0.182
3006,251,2017,20,0.182
3007,251,2017,20,0.182
3008,251,2017,20,0.182
3009,251,2017,20,0.182
3010,251,2017,20,0.182
3011,251,2017,20,0.182
3012,251,2017,20,0.182
3013,252,2017,23,0.189
3014,252,2017,23,0.189
3015,252,2017,23,0.189
3016,252,2017,23,0.189
3017,252,2017,23,0.189
3018,252,2017,23,0.189
3019,252,2017,23,0.189
3020,252,2017,23,0.189
3021,252,2017,23,0.189
3022,252,2017,23,0.189
3023,252,2017,23,0.189
3024,252,2017,23,0.189
3025,253,2017,26,0.191
3026,253,2017,26,0.191
3027,253,2017,26,0.191
3028,253,2017,26,0.191
3029,253,2017,26,0.191
3030,253,2017,26,0.191
3031,253,2017,26,0.191
3032,253,2017,26,0.191
3033,253,2017,26,0.191
3034,253,2017,26,0.191
3035,253,2017,26,0.191
3036,253,2017,26,0.191
3037,254,2017,29,0.193
3038,254,2017,29,0.193
3039,254,2017,29,0.193
3040,254,2017,29,0.193
3041,254,2017,29,0.193
3042,254,2017,29,0.193
3043,254,2017,29,0.193
3044,254,2017,29,0.193
3045,254,2017,29,0.193
3046,254,2017,29,0.193
3047,254,2017,29,0.193
3048,254,2017,29,0.193
3049,255,2017,32,0.185
3050,255,2017,32,0.185
3051,255,2017,32,0.185
3052,255,2017,32,0.185
3053,255,2017,32,0.185
3054,255,2017,32,0.185
3055,255,2017,32,0.185
3056,255,2017,32,0.185
3057,255,2017,32,0.185
3058,255,2017,32,0.185
3059,255,2017,32,0.185
3060,255,2017,32,0.185
3061,256,2017,35,0.187
