threeday_yrmo,threeday_yr,year,dayofyear,varadvecY2_cmsec_0-40mAvg
419,35,2015,104,0.002
420,35,2015,104,0.002
421,36,2015,107,-0.001
422,36,2015,107,-0.001
423,36,2015,107,-0.001
424,36,2015,107,-0.001
425,36,2015,107,-0.001
426,36,2015,107,-0.001
427,36,2015,107,-0.001
428,36,2015,107,-0.001
429,36,2015,107,-0.001
430,36,2015,107,-0.001
431,36,2015,107,-0.001
432,36,2015,107,-0.001
433,37,2015,110,-0.006
434,37,2015,110,-0.006
435,37,2015,110,-0.006
436,37,2015,110,-0.006
437,37,2015,110,-0.006
438,37,2015,110,-0.006
439,37,2015,110,-0.006
440,37,2015,110,-0.006
441,37,2015,110,-0.006
442,37,2015,110,-0.006
443,37,2015,110,-0.006
444,37,2015,110,-0.006
445,38,2015,113,-0.006
446,38,2015,113,-0.006
447,38,2015,113,-0.006
448,38,2015,113,-0.006
449,38,2015,113,-0.006
450,38,2015,113,-0.006
451,38,2015,113,-0.006
452,38,2015,113,-0.006
453,38,2015,113,-0.006
454,38,2015,113,-0.006
455,38,2015,113,-0.006
456,38,2015,113,-0.006
457,39,2015,116,0.007
458,39,2015,116,0.007
459,39,2015,116,0.007
460,39,2015,116,0.007
461,39,2015,116,0.007
462,39,2015,116,0.007
463,39,2015,116,0.007
464,39,2015,116,0.007
465,39,2015,116,0.007
466,39,2015,116,0.007
467,39,2015,116,0.007
468,39,2015,116,0.007
469,40,2015,119,0.008
470,40,2015,119,0.008
471,40,2015,119,0.008
472,40,2015,119,0.008
473,40,2015,119,0.008
474,40,2015,119,0.008
475,40,2015,119,0.008
476,40,2015,119,0.008
477,40,2015,119,0.008
478,40,2015,119,0.008
479,40,2015,119,0.008
480,40,2015,119,0.008
481,41,2015,122,0.0
482,41,2015,122,0.0
483,41,2015,122,0.0
484,41,2015,122,0.0
485,41,2015,122,0.0
486,41,2015,122,0.0
487,41,2015,122,0.0
488,41,2015,122,0.0
489,41,2015,122,0.0
490,41,2015,122,0.0
491,41,2015,122,0.0
492,41,2015,122,0.0
493,42,2015,125,-0.003
494,42,2015,125,-0.003
495,42,2015,125,-0.003
496,42,2015,125,-0.003
497,42,2015,125,-0.003
498,42,2015,125,-0.003
499,42,2015,125,-0.003
500,42,2015,125,-0.003
501,42,2015,125,-0.003
502,42,2015,125,-0.003
503,42,2015,125,-0.003
504,42,2015,125,-0.003
505,43,2015,128,-0.003
506,43,2015,128,-0.003
507,43,2015,128,-0.003
508,43,2015,128,-0.003
509,43,2015,128,-0.003
510,43,2015,128,-0.003
511,43,2015,128,-0.003
512,43,2015,128,-0.003
513,43,2015,128,-0.003
514,43,2015,128,-0.003
515,43,2015,128,-0.003
516,43,2015,128,-0.003
517,44,2015,131,-0.003
518,44,2015,131,-0.003
519,44,2015,131,-0.003
520,44,2015,131,-0.003
521,44,2015,131,-0.003
522,44,2015,131,-0.003
523,44,2015,131,-0.003
524,44,2015,131,-0.003
525,44,2015,131,-0.003
526,44,2015,131,-0.003
527,44,2015,131,-0.003
528,44,2015,131,-0.003
529,45,2015,134,0.002
530,45,2015,134,0.002
531,45,2015,134,0.002
532,45,2015,134,0.002
533,45,2015,134,0.002
534,45,2015,134,0.002
535,45,2015,134,0.002
536,45,2015,134,0.002
537,45,2015,134,0.002
538,45,2015,134,0.002
539,45,2015,134,0.002
540,45,2015,134,0.002
541,46,2015,137,0.001
542,46,2015,137,0.001
543,46,2015,137,0.001
544,46,2015,137,0.001
545,46,2015,137,0.001
546,46,2015,137,0.001
547,46,2015,137,0.001
548,46,2015,137,0.001
549,46,2015,137,0.001
550,46,2015,137,0.001
551,46,2015,137,0.001
552,46,2015,137,0.001
553,47,2015,140,-0.004
554,47,2015,140,-0.004
555,47,2015,140,-0.004
556,47,2015,140,-0.004
557,47,2015,140,-0.004
558,47,2015,140,-0.004
559,47,2015,140,-0.004
560,47,2015,140,-0.004
561,47,2015,140,-0.004
562,47,2015,140,-0.004
563,47,2015,140,-0.004
564,47,2015,140,-0.004
565,48,2015,143,-0.002
566,48,2015,143,-0.002
567,48,2015,143,-0.002
568,48,2015,143,-0.002
569,48,2015,143,-0.002
570,48,2015,143,-0.002
571,48,2015,143,-0.002
572,48,2015,143,-0.002
573,48,2015,143,-0.002
574,48,2015,143,-0.002
575,48,2015,143,-0.002
576,48,2015,143,-0.002
577,49,2015,146,0.002
578,49,2015,146,0.002
579,49,2015,146,0.002
580,49,2015,146,0.002
581,49,2015,146,0.002
582,49,2015,146,0.002
583,49,2015,146,0.002
584,49,2015,146,0.002
585,49,2015,146,0.002
586,49,2015,146,0.002
587,49,2015,146,0.002
588,49,2015,146,0.002
589,50,2015,149,-0.0
590,50,2015,149,-0.0
591,50,2015,149,-0.0
592,50,2015,149,-0.0
593,50,2015,149,-0.0
594,50,2015,149,-0.0
595,50,2015,149,-0.0
596,50,2015,149,-0.0
597,50,2015,149,-0.0
598,50,2015,149,-0.0
599,50,2015,149,-0.0
600,50,2015,149,-0.0
601,51,2015,152,-0.003
602,51,2015,152,-0.003
603,51,2015,152,-0.003
604,51,2015,152,-0.003
605,51,2015,152,-0.003
606,51,2015,152,-0.003
607,51,2015,152,-0.003
608,51,2015,152,-0.003
609,51,2015,152,-0.003
610,51,2015,152,-0.003
611,51,2015,152,-0.003
612,51,2015,152,-0.003
613,52,2015,155,0.002
614,52,2015,155,0.002
615,52,2015,155,0.002
616,52,2015,155,0.002
617,52,2015,155,0.002
618,52,2015,155,0.002
619,52,2015,155,0.002
620,52,2015,155,0.002
621,52,2015,155,0.002
622,52,2015,155,0.002
623,52,2015,155,0.002
624,52,2015,155,0.002
625,53,2015,158,-0.005
626,53,2015,158,-0.005
627,53,2015,158,-0.005
628,53,2015,158,-0.005
629,53,2015,158,-0.005
630,53,2015,158,-0.005
631,53,2015,158,-0.005
632,53,2015,158,-0.005
633,53,2015,158,-0.005
634,53,2015,158,-0.005
635,53,2015,158,-0.005
636,53,2015,158,-0.005
637,54,2015,161,-0.01
638,54,2015,161,-0.01
639,54,2015,161,-0.01
640,54,2015,161,-0.01
641,54,2015,161,-0.01
642,54,2015,161,-0.01
643,54,2015,161,-0.01
644,54,2015,161,-0.01
645,54,2015,161,-0.01
646,54,2015,161,-0.01
647,54,2015,161,-0.01
648,54,2015,161,-0.01
649,55,2015,164,-0.008
650,55,2015,164,-0.008
651,55,2015,164,-0.008
652,55,2015,164,-0.008
653,55,2015,164,-0.008
654,55,2015,164,-0.008
655,55,2015,164,-0.008
656,55,2015,164,-0.008
657,55,2015,164,-0.008
658,55,2015,164,-0.008
659,55,2015,164,-0.008
660,55,2015,164,-0.008
661,56,2015,167,0.004
662,56,2015,167,0.004
663,56,2015,167,0.004
664,56,2015,167,0.004
665,56,2015,167,0.004
666,56,2015,167,0.004
667,56,2015,167,0.004
668,56,2015,167,0.004
669,56,2015,167,0.004
670,56,2015,167,0.004
671,56,2015,167,0.004
672,56,2015,167,0.004
673,57,2015,170,0.006
674,57,2015,170,0.006
675,57,2015,170,0.006
676,57,2015,170,0.006
677,57,2015,170,0.006
678,57,2015,170,0.006
679,57,2015,170,0.006
680,57,2015,170,0.006
681,57,2015,170,0.006
682,57,2015,170,0.006
683,57,2015,170,0.006
684,57,2015,170,0.006
685,58,2015,173,0.002
686,58,2015,173,0.002
687,58,2015,173,0.002
688,58,2015,173,0.002
689,58,2015,173,0.002
690,58,2015,173,0.002
691,58,2015,173,0.002
692,58,2015,173,0.002
693,58,2015,173,0.002
694,58,2015,173,0.002
695,58,2015,173,0.002
696,58,2015,173,0.002
697,59,2015,176,0.005
698,59,2015,176,0.005
699,59,2015,176,0.005
700,59,2015,176,0.005
701,59,2015,176,0.005
702,59,2015,176,0.005
703,59,2015,176,0.005
704,59,2015,176,0.005
705,59,2015,176,0.005
706,59,2015,176,0.005
707,59,2015,176,0.005
708,59,2015,176,0.005
709,60,2015,179,-0.006
710,60,2015,179,-0.006
711,60,2015,179,-0.006
712,60,2015,179,-0.006
713,60,2015,179,-0.006
714,60,2015,179,-0.006
715,60,2015,179,-0.006
716,60,2015,179,-0.006
717,60,2015,179,-0.006
718,60,2015,179,-0.006
719,60,2015,179,-0.006
720,60,2015,179,-0.006
721,61,2015,182,-0.005
722,61,2015,182,-0.005
723,61,2015,182,-0.005
724,61,2015,182,-0.005
725,61,2015,182,-0.005
726,61,2015,182,-0.005
727,61,2015,182,-0.005
728,61,2015,182,-0.005
729,61,2015,182,-0.005
730,61,2015,182,-0.005
731,61,2015,182,-0.005
732,61,2015,182,-0.005
733,62,2015,185,-0.006
734,62,2015,185,-0.006
735,62,2015,185,-0.006
736,62,2015,185,-0.006
737,62,2015,185,-0.006
738,62,2015,185,-0.006
739,62,2015,185,-0.006
740,62,2015,185,-0.006
741,62,2015,185,-0.006
742,62,2015,185,-0.006
743,62,2015,185,-0.006
744,62,2015,185,-0.006
745,63,2015,188,0.006
746,63,2015,188,0.006
747,63,2015,188,0.006
748,63,2015,188,0.006
749,63,2015,188,0.006
750,63,2015,188,0.006
751,63,2015,188,0.006
752,63,2015,188,0.006
753,63,2015,188,0.006
754,63,2015,188,0.006
755,63,2015,188,0.006
756,63,2015,188,0.006
757,64,2015,191,0.009
758,64,2015,191,0.009
759,64,2015,191,0.009
760,64,2015,191,0.009
761,64,2015,191,0.009
762,64,2015,191,0.009
763,64,2015,191,0.009
764,64,2015,191,0.009
765,64,2015,191,0.009
766,64,2015,191,0.009
767,64,2015,191,0.009
768,64,2015,191,0.009
769,65,2015,194,0.009
770,65,2015,194,0.009
771,65,2015,194,0.009
772,65,2015,194,0.009
773,65,2015,194,0.009
774,65,2015,194,0.009
775,65,2015,194,0.009
776,65,2015,194,0.009
777,65,2015,194,0.009
778,65,2015,194,0.009
779,65,2015,194,0.009
780,65,2015,194,0.009
781,66,2015,197,-0.006
782,66,2015,197,-0.006
783,66,2015,197,-0.006
784,66,2015,197,-0.006
785,66,2015,197,-0.006
786,66,2015,197,-0.006
787,66,2015,197,-0.006
788,66,2015,197,-0.006
789,66,2015,197,-0.006
790,66,2015,197,-0.006
791,66,2015,197,-0.006
792,66,2015,197,-0.006
793,67,2015,200,-0.009
794,67,2015,200,-0.009
795,67,2015,200,-0.009
796,67,2015,200,-0.009
797,67,2015,200,-0.009
798,67,2015,200,-0.009
799,67,2015,200,-0.009
800,67,2015,200,-0.009
801,67,2015,200,-0.009
802,67,2015,200,-0.009
803,67,2015,200,-0.009
804,67,2015,200,-0.009
805,68,2015,203,0.0
806,68,2015,203,0.0
807,68,2015,203,0.0
808,68,2015,203,0.0
809,68,2015,203,0.0
810,68,2015,203,0.0
811,68,2015,203,0.0
812,68,2015,203,0.0
813,68,2015,203,0.0
814,68,2015,203,0.0
815,68,2015,203,0.0
816,68,2015,203,0.0
817,69,2015,206,0.006
818,69,2015,206,0.006
819,69,2015,206,0.006
820,69,2015,206,0.006
821,69,2015,206,0.006
822,69,2015,206,0.006
823,69,2015,206,0.006
824,69,2015,206,0.006
825,69,2015,206,0.006
826,69,2015,206,0.006
827,69,2015,206,0.006
828,69,2015,206,0.006
829,70,2015,209,0.001
830,70,2015,209,0.001
831,70,2015,209,0.001
832,70,2015,209,0.001
833,70,2015,209,0.001
834,70,2015,209,0.001
835,70,2015,209,0.001
836,70,2015,209,0.001
837,70,2015,209,0.001
838,70,2015,209,0.001
839,70,2015,209,0.001
840,70,2015,209,0.001
841,71,2015,212,-0.004
842,71,2015,212,-0.004
843,71,2015,212,-0.004
844,71,2015,212,-0.004
845,71,2015,212,-0.004
846,71,2015,212,-0.004
847,71,2015,212,-0.004
848,71,2015,212,-0.004
849,71,2015,212,-0.004
850,71,2015,212,-0.004
851,71,2015,212,-0.004
852,71,2015,212,-0.004
853,72,2015,215,-0.005
854,72,2015,215,-0.005
855,72,2015,215,-0.005
856,72,2015,215,-0.005
857,72,2015,215,-0.005
858,72,2015,215,-0.005
859,72,2015,215,-0.005
860,72,2015,215,-0.005
861,72,2015,215,-0.005
862,72,2015,215,-0.005
863,72,2015,215,-0.005
864,72,2015,215,-0.005
865,73,2015,218,-0.002
866,73,2015,218,-0.002
867,73,2015,218,-0.002
868,73,2015,218,-0.002
869,73,2015,218,-0.002
870,73,2015,218,-0.002
871,73,2015,218,-0.002
872,73,2015,218,-0.002
873,73,2015,218,-0.002
874,73,2015,218,-0.002
875,73,2015,218,-0.002
876,73,2015,218,-0.002
877,74,2015,221,0.007
878,74,2015,221,0.007
879,74,2015,221,0.007
880,74,2015,221,0.007
881,74,2015,221,0.007
882,74,2015,221,0.007
883,74,2015,221,0.007
884,74,2015,221,0.007
885,74,2015,221,0.007
886,74,2015,221,0.007
887,74,2015,221,0.007
888,74,2015,221,0.007
889,75,2015,224,-0.0
890,75,2015,224,-0.0
891,75,2015,224,-0.0
892,75,2015,224,-0.0
893,75,2015,224,-0.0
894,75,2015,224,-0.0
895,75,2015,224,-0.0
896,75,2015,224,-0.0
897,75,2015,224,-0.0
898,75,2015,224,-0.0
899,75,2015,224,-0.0
900,75,2015,224,-0.0
901,76,2015,227,-0.0
902,76,2015,227,-0.0
903,76,2015,227,-0.0
904,76,2015,227,-0.0
905,76,2015,227,-0.0
906,76,2015,227,-0.0
907,76,2015,227,-0.0
908,76,2015,227,-0.0
909,76,2015,227,-0.0
910,76,2015,227,-0.0
911,76,2015,227,-0.0
912,76,2015,227,-0.0
913,77,2015,230,-0.002
914,77,2015,230,-0.002
915,77,2015,230,-0.002
916,77,2015,230,-0.002
917,77,2015,230,-0.002
918,77,2015,230,-0.002
919,77,2015,230,-0.002
920,77,2015,230,-0.002
921,77,2015,230,-0.002
922,77,2015,230,-0.002
923,77,2015,230,-0.002
924,77,2015,230,-0.002
925,78,2015,233,-0.006
926,78,2015,233,-0.006
927,78,2015,233,-0.006
928,78,2015,233,-0.006
929,78,2015,233,-0.006
930,78,2015,233,-0.006
931,78,2015,233,-0.006
932,78,2015,233,-0.006
933,78,2015,233,-0.006
934,78,2015,233,-0.006
935,78,2015,233,-0.006
936,78,2015,233,-0.006
937,79,2015,236,-0.001
938,79,2015,236,-0.001
939,79,2015,236,-0.001
940,79,2015,236,-0.001
941,79,2015,236,-0.001
942,79,2015,236,-0.001
943,79,2015,236,-0.001
944,79,2015,236,-0.001
945,79,2015,236,-0.001
946,79,2015,236,-0.001
947,79,2015,236,-0.001
948,79,2015,236,-0.001
949,80,2015,239,0.0
950,80,2015,239,0.0
951,80,2015,239,0.0
952,80,2015,239,0.0
953,80,2015,239,0.0
954,80,2015,239,0.0
955,80,2015,239,0.0
956,80,2015,239,0.0
957,80,2015,239,0.0
958,80,2015,239,0.0
959,80,2015,239,0.0
960,80,2015,239,0.0
961,81,2015,242,0.01
962,81,2015,242,0.01
963,81,2015,242,0.01
964,81,2015,242,0.01
965,81,2015,242,0.01
966,81,2015,242,0.01
967,81,2015,242,0.01
968,81,2015,242,0.01
969,81,2015,242,0.01
970,81,2015,242,0.01
971,81,2015,242,0.01
972,81,2015,242,0.01
973,82,2015,245,0.007
974,82,2015,245,0.007
975,82,2015,245,0.007
976,82,2015,245,0.007
977,82,2015,245,0.007
978,82,2015,245,0.007
979,82,2015,245,0.007
980,82,2015,245,0.007
981,82,2015,245,0.007
982,82,2015,245,0.007
983,82,2015,245,0.007
984,82,2015,245,0.007
985,83,2015,248,-0.0
986,83,2015,248,-0.0
987,83,2015,248,-0.0
988,83,2015,248,-0.0
989,83,2015,248,-0.0
990,83,2015,248,-0.0
991,83,2015,248,-0.0
992,83,2015,248,-0.0
993,83,2015,248,-0.0
994,83,2015,248,-0.0
995,83,2015,248,-0.0
996,83,2015,248,-0.0
997,84,2015,251,-0.001
998,84,2015,251,-0.001
999,84,2015,251,-0.001
1000,84,2015,251,-0.001
1001,84,2015,251,-0.001
1002,84,2015,251,-0.001
1003,84,2015,251,-0.001
1004,84,2015,251,-0.001
1005,84,2015,251,-0.001
1006,84,2015,251,-0.001
1007,84,2015,251,-0.001
1008,84,2015,251,-0.001
1009,85,2015,254,-0.005
1010,85,2015,254,-0.005
1011,85,2015,254,-0.005
1012,85,2015,254,-0.005
1013,85,2015,254,-0.005
1014,85,2015,254,-0.005
1015,85,2015,254,-0.005
1016,85,2015,254,-0.005
1017,85,2015,254,-0.005
1018,85,2015,254,-0.005
1019,85,2015,254,-0.005
1020,85,2015,254,-0.005
1021,86,2015,257,-0.014
1022,86,2015,257,-0.014
