threeday_yrmo,threeday_yr,year,dayofyear,varadvecY1_cmsec_0-10mAvg
170,15,2015,44,0.006
171,15,2015,44,0.006
172,15,2015,44,0.006
173,15,2015,44,0.006
174,15,2015,44,0.006
175,15,2015,44,0.006
176,15,2015,44,0.006
177,15,2015,44,0.006
178,15,2015,44,0.006
179,15,2015,44,0.006
180,15,2015,44,0.006
181,16,2015,47,-0.019
182,16,2015,47,-0.019
183,16,2015,47,-0.019
184,16,2015,47,-0.019
185,16,2015,47,-0.019
186,16,2015,47,-0.019
187,16,2015,47,-0.019
188,16,2015,47,-0.019
189,16,2015,47,-0.019
190,16,2015,47,-0.019
191,16,2015,47,-0.019
192,16,2015,47,-0.019
193,17,2015,50,-0.016
194,17,2015,50,-0.016
195,17,2015,50,-0.016
196,17,2015,50,-0.016
197,17,2015,50,-0.016
198,17,2015,50,-0.016
199,17,2015,50,-0.016
200,17,2015,50,-0.016
201,17,2015,50,-0.016
202,17,2015,50,-0.016
203,17,2015,50,-0.016
204,17,2015,50,-0.016
205,18,2015,53,-0.018
206,18,2015,53,-0.018
207,18,2015,53,-0.018
208,18,2015,53,-0.018
209,18,2015,53,-0.018
210,18,2015,53,-0.018
211,18,2015,53,-0.018
212,18,2015,53,-0.018
213,18,2015,53,-0.018
214,18,2015,53,-0.018
215,18,2015,53,-0.018
216,18,2015,53,-0.018
217,19,2015,56,-0.007
218,19,2015,56,-0.007
219,19,2015,56,-0.007
220,19,2015,56,-0.007
221,19,2015,56,-0.007
222,19,2015,56,-0.007
223,19,2015,56,-0.007
224,19,2015,56,-0.007
225,19,2015,56,-0.007
226,19,2015,56,-0.007
227,19,2015,56,-0.007
228,19,2015,56,-0.007
229,20,2015,59,0.002
230,20,2015,59,0.002
231,20,2015,59,0.002
232,20,2015,59,0.002
233,20,2015,59,0.002
234,20,2015,59,0.002
235,20,2015,59,0.002
236,20,2015,59,0.002
237,20,2015,59,0.002
238,20,2015,59,0.002
239,20,2015,59,0.002
240,20,2015,59,0.002
241,21,2015,62,-0.01
242,21,2015,62,-0.01
243,21,2015,62,-0.01
244,21,2015,62,-0.01
245,21,2015,62,-0.01
246,21,2015,62,-0.01
247,21,2015,62,-0.01
248,21,2015,62,-0.01
249,21,2015,62,-0.01
250,21,2015,62,-0.01
251,21,2015,62,-0.01
252,21,2015,62,-0.01
253,22,2015,65,-0.003
254,22,2015,65,-0.003
255,22,2015,65,-0.003
256,22,2015,65,-0.003
257,22,2015,65,-0.003
258,22,2015,65,-0.003
259,22,2015,65,-0.003
260,22,2015,65,-0.003
261,22,2015,65,-0.003
262,22,2015,65,-0.003
263,22,2015,65,-0.003
264,22,2015,65,-0.003
265,23,2015,68,-0.008
266,23,2015,68,-0.008
267,23,2015,68,-0.008
268,23,2015,68,-0.008
269,23,2015,68,-0.008
270,23,2015,68,-0.008
271,23,2015,68,-0.008
272,23,2015,68,-0.008
273,23,2015,68,-0.008
274,23,2015,68,-0.008
275,23,2015,68,-0.008
276,23,2015,68,-0.008
277,24,2015,71,0.012
278,24,2015,71,0.012
279,24,2015,71,0.012
280,24,2015,71,0.012
281,24,2015,71,0.012
282,24,2015,71,0.012
283,24,2015,71,0.012
284,24,2015,71,0.012
285,24,2015,71,0.012
286,24,2015,71,0.012
287,24,2015,71,0.012
288,24,2015,71,0.012
289,25,2015,74,0.008
290,25,2015,74,0.008
291,25,2015,74,0.008
292,25,2015,74,0.008
293,25,2015,74,0.008
294,25,2015,74,0.008
295,25,2015,74,0.008
296,25,2015,74,0.008
297,25,2015,74,0.008
298,25,2015,74,0.008
299,25,2015,74,0.008
300,25,2015,74,0.008
301,26,2015,77,-0.005
302,26,2015,77,-0.005
303,26,2015,77,-0.005
304,26,2015,77,-0.005
305,26,2015,77,-0.005
306,26,2015,77,-0.005
307,26,2015,77,-0.005
308,26,2015,77,-0.005
309,26,2015,77,-0.005
310,26,2015,77,-0.005
311,26,2015,77,-0.005
312,26,2015,77,-0.005
313,27,2015,80,0.009
314,27,2015,80,0.009
315,27,2015,80,0.009
316,27,2015,80,0.009
317,27,2015,80,0.009
318,27,2015,80,0.009
319,27,2015,80,0.009
320,27,2015,80,0.009
321,27,2015,80,0.009
322,27,2015,80,0.009
323,27,2015,80,0.009
324,27,2015,80,0.009
325,28,2015,83,0.001
326,28,2015,83,0.001
327,28,2015,83,0.001
328,28,2015,83,0.001
329,28,2015,83,0.001
330,28,2015,83,0.001
331,28,2015,83,0.001
332,28,2015,83,0.001
333,28,2015,83,0.001
334,28,2015,83,0.001
335,28,2015,83,0.001
336,28,2015,83,0.001
337,29,2015,86,0.01
338,29,2015,86,0.01
339,29,2015,86,0.01
340,29,2015,86,0.01
341,29,2015,86,0.01
342,29,2015,86,0.01
343,29,2015,86,0.01
344,29,2015,86,0.01
345,29,2015,86,0.01
346,29,2015,86,0.01
347,29,2015,86,0.01
348,29,2015,86,0.01
349,30,2015,89,0.019
350,30,2015,89,0.019
351,30,2015,89,0.019
352,30,2015,89,0.019
353,30,2015,89,0.019
354,30,2015,89,0.019
355,30,2015,89,0.019
356,30,2015,89,0.019
357,30,2015,89,0.019
358,30,2015,89,0.019
359,30,2015,89,0.019
360,30,2015,89,0.019
361,31,2015,92,-0.018
362,31,2015,92,-0.018
363,31,2015,92,-0.018
364,31,2015,92,-0.018
365,31,2015,92,-0.018
366,31,2015,92,-0.018
367,31,2015,92,-0.018
368,31,2015,92,-0.018
369,31,2015,92,-0.018
370,31,2015,92,-0.018
371,31,2015,92,-0.018
372,31,2015,92,-0.018
373,32,2015,95,-0.002
374,32,2015,95,-0.002
375,32,2015,95,-0.002
376,32,2015,95,-0.002
377,32,2015,95,-0.002
378,32,2015,95,-0.002
379,32,2015,95,-0.002
380,32,2015,95,-0.002
381,32,2015,95,-0.002
382,32,2015,95,-0.002
383,32,2015,95,-0.002
384,32,2015,95,-0.002
385,33,2015,98,-0.015
386,33,2015,98,-0.015
387,33,2015,98,-0.015
388,33,2015,98,-0.015
389,33,2015,98,-0.015
390,33,2015,98,-0.015
391,33,2015,98,-0.015
392,33,2015,98,-0.015
393,33,2015,98,-0.015
394,33,2015,98,-0.015
395,33,2015,98,-0.015
396,33,2015,98,-0.015
397,34,2015,101,-0.006
398,34,2015,101,-0.006
399,34,2015,101,-0.006
400,34,2015,101,-0.006
401,34,2015,101,-0.006
402,34,2015,101,-0.006
403,34,2015,101,-0.006
404,34,2015,101,-0.006
405,34,2015,101,-0.006
406,34,2015,101,-0.006
407,34,2015,101,-0.006
408,34,2015,101,-0.006
409,35,2015,104,0.003
410,35,2015,104,0.003
411,35,2015,104,0.003
412,35,2015,104,0.003
413,35,2015,104,0.003
414,35,2015,104,0.003
415,35,2015,104,0.003
416,35,2015,104,0.003
417,35,2015,104,0.003
418,35,2015,104,0.003
419,35,2015,104,0.003
420,35,2015,104,0.003
421,36,2015,107,-0.006
422,36,2015,107,-0.006
423,36,2015,107,-0.006
424,36,2015,107,-0.006
425,36,2015,107,-0.006
426,36,2015,107,-0.006
427,36,2015,107,-0.006
428,36,2015,107,-0.006
429,36,2015,107,-0.006
430,36,2015,107,-0.006
431,36,2015,107,-0.006
432,36,2015,107,-0.006
433,37,2015,110,-0.022
434,37,2015,110,-0.022
435,37,2015,110,-0.022
436,37,2015,110,-0.022
437,37,2015,110,-0.022
438,37,2015,110,-0.022
439,37,2015,110,-0.022
440,37,2015,110,-0.022
441,37,2015,110,-0.022
442,37,2015,110,-0.022
443,37,2015,110,-0.022
444,37,2015,110,-0.022
445,38,2015,113,-0.023
446,38,2015,113,-0.023
447,38,2015,113,-0.023
448,38,2015,113,-0.023
449,38,2015,113,-0.023
450,38,2015,113,-0.023
451,38,2015,113,-0.023
452,38,2015,113,-0.023
453,38,2015,113,-0.023
454,38,2015,113,-0.023
455,38,2015,113,-0.023
456,38,2015,113,-0.023
457,39,2015,116,0.014
458,39,2015,116,0.014
459,39,2015,116,0.014
460,39,2015,116,0.014
461,39,2015,116,0.014
462,39,2015,116,0.014
463,39,2015,116,0.014
464,39,2015,116,0.014
465,39,2015,116,0.014
466,39,2015,116,0.014
467,39,2015,116,0.014
468,39,2015,116,0.014
469,40,2015,119,0.018
470,40,2015,119,0.018
471,40,2015,119,0.018
472,40,2015,119,0.018
473,40,2015,119,0.018
474,40,2015,119,0.018
475,40,2015,119,0.018
476,40,2015,119,0.018
477,40,2015,119,0.018
478,40,2015,119,0.018
479,40,2015,119,0.018
480,40,2015,119,0.018
481,41,2015,122,-0.003
482,41,2015,122,-0.003
483,41,2015,122,-0.003
484,41,2015,122,-0.003
485,41,2015,122,-0.003
486,41,2015,122,-0.003
487,41,2015,122,-0.003
488,41,2015,122,-0.003
489,41,2015,122,-0.003
490,41,2015,122,-0.003
491,41,2015,122,-0.003
492,41,2015,122,-0.003
493,42,2015,125,-0.013
494,42,2015,125,-0.013
495,42,2015,125,-0.013
496,42,2015,125,-0.013
497,42,2015,125,-0.013
498,42,2015,125,-0.013
499,42,2015,125,-0.013
500,42,2015,125,-0.013
501,42,2015,125,-0.013
502,42,2015,125,-0.013
503,42,2015,125,-0.013
504,42,2015,125,-0.013
505,43,2015,128,-0.012
506,43,2015,128,-0.012
507,43,2015,128,-0.012
508,43,2015,128,-0.012
509,43,2015,128,-0.012
510,43,2015,128,-0.012
511,43,2015,128,-0.012
512,43,2015,128,-0.012
513,43,2015,128,-0.012
514,43,2015,128,-0.012
515,43,2015,128,-0.012
516,43,2015,128,-0.012
517,44,2015,131,-0.012
518,44,2015,131,-0.012
519,44,2015,131,-0.012
520,44,2015,131,-0.012
521,44,2015,131,-0.012
522,44,2015,131,-0.012
523,44,2015,131,-0.012
524,44,2015,131,-0.012
525,44,2015,131,-0.012
526,44,2015,131,-0.012
527,44,2015,131,-0.012
528,44,2015,131,-0.012
529,45,2015,134,0.006
530,45,2015,134,0.006
531,45,2015,134,0.006
532,45,2015,134,0.006
533,45,2015,134,0.006
534,45,2015,134,0.006
535,45,2015,134,0.006
536,45,2015,134,0.006
537,45,2015,134,0.006
538,45,2015,134,0.006
539,45,2015,134,0.006
540,45,2015,134,0.006
541,46,2015,137,0.002
542,46,2015,137,0.002
543,46,2015,137,0.002
544,46,2015,137,0.002
545,46,2015,137,0.002
546,46,2015,137,0.002
547,46,2015,137,0.002
548,46,2015,137,0.002
549,46,2015,137,0.002
550,46,2015,137,0.002
551,46,2015,137,0.002
552,46,2015,137,0.002
553,47,2015,140,-0.014
554,47,2015,140,-0.014
555,47,2015,140,-0.014
556,47,2015,140,-0.014
557,47,2015,140,-0.014
558,47,2015,140,-0.014
559,47,2015,140,-0.014
560,47,2015,140,-0.014
561,47,2015,140,-0.014
562,47,2015,140,-0.014
563,47,2015,140,-0.014
564,47,2015,140,-0.014
565,48,2015,143,-0.009
566,48,2015,143,-0.009
567,48,2015,143,-0.009
568,48,2015,143,-0.009
569,48,2015,143,-0.009
570,48,2015,143,-0.009
571,48,2015,143,-0.009
572,48,2015,143,-0.009
573,48,2015,143,-0.009
574,48,2015,143,-0.009
575,48,2015,143,-0.009
576,48,2015,143,-0.009
577,49,2015,146,0.004
578,49,2015,146,0.004
579,49,2015,146,0.004
580,49,2015,146,0.004
581,49,2015,146,0.004
582,49,2015,146,0.004
583,49,2015,146,0.004
584,49,2015,146,0.004
585,49,2015,146,0.004
586,49,2015,146,0.004
587,49,2015,146,0.004
588,49,2015,146,0.004
589,50,2015,149,-0.003
590,50,2015,149,-0.003
591,50,2015,149,-0.003
592,50,2015,149,-0.003
593,50,2015,149,-0.003
594,50,2015,149,-0.003
595,50,2015,149,-0.003
596,50,2015,149,-0.003
597,50,2015,149,-0.003
598,50,2015,149,-0.003
599,50,2015,149,-0.003
600,50,2015,149,-0.003
601,51,2015,152,-0.009
602,51,2015,152,-0.009
603,51,2015,152,-0.009
604,51,2015,152,-0.009
605,51,2015,152,-0.009
606,51,2015,152,-0.009
607,51,2015,152,-0.009
608,51,2015,152,-0.009
609,51,2015,152,-0.009
610,51,2015,152,-0.009
611,51,2015,152,-0.009
612,51,2015,152,-0.009
613,52,2015,155,0.008
614,52,2015,155,0.008
615,52,2015,155,0.008
616,52,2015,155,0.008
617,52,2015,155,0.008
618,52,2015,155,0.008
619,52,2015,155,0.008
620,52,2015,155,0.008
621,52,2015,155,0.008
622,52,2015,155,0.008
623,52,2015,155,0.008
624,52,2015,155,0.008
625,53,2015,158,-0.017
626,53,2015,158,-0.017
627,53,2015,158,-0.017
628,53,2015,158,-0.017
629,53,2015,158,-0.017
630,53,2015,158,-0.017
631,53,2015,158,-0.017
632,53,2015,158,-0.017
633,53,2015,158,-0.017
634,53,2015,158,-0.017
635,53,2015,158,-0.017
636,53,2015,158,-0.017
637,54,2015,161,-0.042
638,54,2015,161,-0.042
639,54,2015,161,-0.042
640,54,2015,161,-0.042
641,54,2015,161,-0.042
642,54,2015,161,-0.042
643,54,2015,161,-0.042
644,54,2015,161,-0.042
645,54,2015,161,-0.042
646,54,2015,161,-0.042
647,54,2015,161,-0.042
648,54,2015,161,-0.042
649,55,2015,164,-0.033
650,55,2015,164,-0.033
651,55,2015,164,-0.033
652,55,2015,164,-0.033
653,55,2015,164,-0.033
654,55,2015,164,-0.033
655,55,2015,164,-0.033
656,55,2015,164,-0.033
657,55,2015,164,-0.033
658,55,2015,164,-0.033
659,55,2015,164,-0.033
660,55,2015,164,-0.033
661,56,2015,167,0.002
662,56,2015,167,0.002
663,56,2015,167,0.002
664,56,2015,167,0.002
665,56,2015,167,0.002
666,56,2015,167,0.002
667,56,2015,167,0.002
668,56,2015,167,0.002
669,56,2015,167,0.002
670,56,2015,167,0.002
671,56,2015,167,0.002
672,56,2015,167,0.002
673,57,2015,170,0.011
674,57,2015,170,0.011
675,57,2015,170,0.011
676,57,2015,170,0.011
677,57,2015,170,0.011
678,57,2015,170,0.011
679,57,2015,170,0.011
680,57,2015,170,0.011
681,57,2015,170,0.011
682,57,2015,170,0.011
683,57,2015,170,0.011
684,57,2015,170,0.011
685,58,2015,173,-0.001
686,58,2015,173,-0.001
687,58,2015,173,-0.001
688,58,2015,173,-0.001
689,58,2015,173,-0.001
690,58,2015,173,-0.001
691,58,2015,173,-0.001
692,58,2015,173,-0.001
693,58,2015,173,-0.001
694,58,2015,173,-0.001
695,58,2015,173,-0.001
696,58,2015,173,-0.001
697,59,2015,176,0.012
698,59,2015,176,0.012
699,59,2015,176,0.012
700,59,2015,176,0.012
701,59,2015,176,0.012
702,59,2015,176,0.012
703,59,2015,176,0.012
704,59,2015,176,0.012
705,59,2015,176,0.012
706,59,2015,176,0.012
707,59,2015,176,0.012
708,59,2015,176,0.012
709,60,2015,179,-0.025
710,60,2015,179,-0.025
711,60,2015,179,-0.025
712,60,2015,179,-0.025
713,60,2015,179,-0.025
714,60,2015,179,-0.025
715,60,2015,179,-0.025
716,60,2015,179,-0.025
717,60,2015,179,-0.025
718,60,2015,179,-0.025
719,60,2015,179,-0.025
720,60,2015,179,-0.025
721,61,2015,182,-0.023
722,61,2015,182,-0.023
723,61,2015,182,-0.023
724,61,2015,182,-0.023
725,61,2015,182,-0.023
726,61,2015,182,-0.023
727,61,2015,182,-0.023
728,61,2015,182,-0.023
729,61,2015,182,-0.023
730,61,2015,182,-0.023
731,61,2015,182,-0.023
732,61,2015,182,-0.023
733,62,2015,185,-0.028
734,62,2015,185,-0.028
735,62,2015,185,-0.028
736,62,2015,185,-0.028
737,62,2015,185,-0.028
738,62,2015,185,-0.028
739,62,2015,185,-0.028
740,62,2015,185,-0.028
741,62,2015,185,-0.028
742,62,2015,185,-0.028
743,62,2015,185,-0.028
744,62,2015,185,-0.028
745,63,2015,188,0.006
746,63,2015,188,0.006
747,63,2015,188,0.006
748,63,2015,188,0.006
749,63,2015,188,0.006
750,63,2015,188,0.006
751,63,2015,188,0.006
752,63,2015,188,0.006
753,63,2015,188,0.006
754,63,2015,188,0.006
755,63,2015,188,0.006
756,63,2015,188,0.006
757,64,2015,191,0.02
758,64,2015,191,0.02
759,64,2015,191,0.02
760,64,2015,191,0.02
761,64,2015,191,0.02
762,64,2015,191,0.02
763,64,2015,191,0.02
764,64,2015,191,0.02
765,64,2015,191,0.02
766,64,2015,191,0.02
767,64,2015,191,0.02
768,64,2015,191,0.02
769,65,2015,194,0.025
770,65,2015,194,0.025
771,65,2015,194,0.025
772,65,2015,194,0.025
773,65,2015,194,0.025
774,65,2015,194,0.025
775,65,2015,194,0.025
776,65,2015,194,0.025
777,65,2015,194,0.025
778,65,2015,194,0.025
779,65,2015,194,0.025
780,65,2015,194,0.025
781,66,2015,197,-0.021
782,66,2015,197,-0.021
783,66,2015,197,-0.021
784,66,2015,197,-0.021
785,66,2015,197,-0.021
786,66,2015,197,-0.021
787,66,2015,197,-0.021
788,66,2015,197,-0.021
789,66,2015,197,-0.021
790,66,2015,197,-0.021
791,66,2015,197,-0.021
792,66,2015,197,-0.021
793,67,2015,200,-0.033
794,67,2015,200,-0.033
795,67,2015,200,-0.033
796,67,2015,200,-0.033
797,67,2015,200,-0.033
798,67,2015,200,-0.033
799,67,2015,200,-0.033
800,67,2015,200,-0.033
801,67,2015,200,-0.033
802,67,2015,200,-0.033
803,67,2015,200,-0.033
804,67,2015,200,-0.033
805,68,2015,203,-0.008
806,68,2015,203,-0.008
807,68,2015,203,-0.008
808,68,2015,203,-0.008
809,68,2015,203,-0.008
810,68,2015,203,-0.008
811,68,2015,203,-0.008
812,68,2015,203,-0.008
813,68,2015,203,-0.008
814,68,2015,203,-0.008
815,68,2015,203,-0.008
816,68,2015,203,-0.008
817,69,2015,206,0.015
818,69,2015,206,0.015
819,69,2015,206,0.015
820,69,2015,206,0.015
821,69,2015,206,0.015
822,69,2015,206,0.015
823,69,2015,206,0.015
824,69,2015,206,0.015
825,69,2015,206,0.015
826,69,2015,206,0.015
827,69,2015,206,0.015
828,69,2015,206,0.015
829,70,2015,209,0.001
830,70,2015,209,0.001
831,70,2015,209,0.001
832,70,2015,209,0.001
833,70,2015,209,0.001
834,70,2015,209,0.001
835,70,2015,209,0.001
836,70,2015,209,0.001
837,70,2015,209,0.001
838,70,2015,209,0.001
839,70,2015,209,0.001
840,70,2015,209,0.001
841,71,2015,212,-0.012
842,71,2015,212,-0.012
843,71,2015,212,-0.012
844,71,2015,212,-0.012
845,71,2015,212,-0.012
846,71,2015,212,-0.012
847,71,2015,212,-0.012
848,71,2015,212,-0.012
849,71,2015,212,-0.012
850,71,2015,212,-0.012
851,71,2015,212,-0.012
852,71,2015,212,-0.012
853,72,2015,215,-0.022
854,72,2015,215,-0.022
855,72,2015,215,-0.022
856,72,2015,215,-0.022
857,72,2015,215,-0.022
858,72,2015,215,-0.022
859,72,2015,215,-0.022
860,72,2015,215,-0.022
861,72,2015,215,-0.022
862,72,2015,215,-0.022
863,72,2015,215,-0.022
864,72,2015,215,-0.022
865,73,2015,218,-0.017
866,73,2015,218,-0.017
867,73,2015,218,-0.017
868,73,2015,218,-0.017
869,73,2015,218,-0.017
870,73,2015,218,-0.017
871,73,2015,218,-0.017
872,73,2015,218,-0.017
873,73,2015,218,-0.017
874,73,2015,218,-0.017
875,73,2015,218,-0.017
876,73,2015,218,-0.017
877,74,2015,221,0.016
878,74,2015,221,0.016
879,74,2015,221,0.016
880,74,2015,221,0.016
881,74,2015,221,0.016
882,74,2015,221,0.016
883,74,2015,221,0.016
884,74,2015,221,0.016
885,74,2015,221,0.016
886,74,2015,221,0.016
887,74,2015,221,0.016
888,74,2015,221,0.016
889,75,2015,224,-0.007
890,75,2015,224,-0.007
891,75,2015,224,-0.007
892,75,2015,224,-0.007
893,75,2015,224,-0.007
894,75,2015,224,-0.007
895,75,2015,224,-0.007
896,75,2015,224,-0.007
897,75,2015,224,-0.007
898,75,2015,224,-0.007
899,75,2015,224,-0.007
900,75,2015,224,-0.007
901,76,2015,227,-0.007
902,76,2015,227,-0.007
903,76,2015,227,-0.007
904,76,2015,227,-0.007
905,76,2015,227,-0.007
906,76,2015,227,-0.007
907,76,2015,227,-0.007
908,76,2015,227,-0.007
909,76,2015,227,-0.007
910,76,2015,227,-0.007
911,76,2015,227,-0.007
912,76,2015,227,-0.007
913,77,2015,230,-0.012
914,77,2015,230,-0.012
915,77,2015,230,-0.012
916,77,2015,230,-0.012
917,77,2015,230,-0.012
918,77,2015,230,-0.012
919,77,2015,230,-0.012
920,77,2015,230,-0.012
921,77,2015,230,-0.012
922,77,2015,230,-0.012
923,77,2015,230,-0.012
924,77,2015,230,-0.012
925,78,2015,233,-0.027
926,78,2015,233,-0.027
927,78,2015,233,-0.027
928,78,2015,233,-0.027
929,78,2015,233,-0.027
930,78,2015,233,-0.027
931,78,2015,233,-0.027
932,78,2015,233,-0.027
933,78,2015,233,-0.027
934,78,2015,233,-0.027
935,78,2015,233,-0.027
936,78,2015,233,-0.027
937,79,2015,236,-0.011
938,79,2015,236,-0.011
939,79,2015,236,-0.011
940,79,2015,236,-0.011
941,79,2015,236,-0.011
942,79,2015,236,-0.011
943,79,2015,236,-0.011
944,79,2015,236,-0.011
945,79,2015,236,-0.011
946,79,2015,236,-0.011
947,79,2015,236,-0.011
948,79,2015,236,-0.011
949,80,2015,239,-0.002
950,80,2015,239,-0.002
951,80,2015,239,-0.002
952,80,2015,239,-0.002
953,80,2015,239,-0.002
954,80,2015,239,-0.002
955,80,2015,239,-0.002
956,80,2015,239,-0.002
957,80,2015,239,-0.002
958,80,2015,239,-0.002
959,80,2015,239,-0.002
960,80,2015,239,-0.002
961,81,2015,242,0.031
962,81,2015,242,0.031
963,81,2015,242,0.031
964,81,2015,242,0.031
965,81,2015,242,0.031
966,81,2015,242,0.031
967,81,2015,242,0.031
968,81,2015,242,0.031
969,81,2015,242,0.031
970,81,2015,242,0.031
971,81,2015,242,0.031
972,81,2015,242,0.031
973,82,2015,245,0.021
974,82,2015,245,0.021
975,82,2015,245,0.021
976,82,2015,245,0.021
977,82,2015,245,0.021
978,82,2015,245,0.021
979,82,2015,245,0.021
980,82,2015,245,0.021
981,82,2015,245,0.021
982,82,2015,245,0.021
983,82,2015,245,0.021
984,82,2015,245,0.021
985,83,2015,248,0.0
986,83,2015,248,0.0
987,83,2015,248,0.0
988,83,2015,248,0.0
989,83,2015,248,0.0
990,83,2015,248,0.0
991,83,2015,248,0.0
992,83,2015,248,0.0
993,83,2015,248,0.0
994,83,2015,248,0.0
995,83,2015,248,0.0
996,83,2015,248,0.0
997,84,2015,251,-0.001
998,84,2015,251,-0.001
999,84,2015,251,-0.001
1000,84,2015,251,-0.001
1001,84,2015,251,-0.001
1002,84,2015,251,-0.001
1003,84,2015,251,-0.001
1004,84,2015,251,-0.001
1005,84,2015,251,-0.001
1006,84,2015,251,-0.001
1007,84,2015,251,-0.001
1008,84,2015,251,-0.001
1009,85,2015,254,-0.015
1010,85,2015,254,-0.015
1011,85,2015,254,-0.015
1012,85,2015,254,-0.015
1013,85,2015,254,-0.015
1014,85,2015,254,-0.015
1015,85,2015,254,-0.015
1016,85,2015,254,-0.015
1017,85,2015,254,-0.015
1018,85,2015,254,-0.015
1019,85,2015,254,-0.015
1020,85,2015,254,-0.015
1021,86,2015,257,-0.044
