N,MB,MAE,RMSE,NRMSE,r,R2,MAPE,NSE,WSS,Group,Pass,Season,ObsSummary
17,-0.13284463979268668,0.7885323448987255,0.9142450144084949,0.9142450144084949,0.662445715161049,0.43883432553523366,377.19488417002725,0.2350972589369581,0.79265306500213,ZC2-AMP,ZC,Spring,mean_of_logs
17,-0.00470596837992569,0.7287912035166615,0.9200011498935033,0.9200011498935033,0.6278755814225474,0.39422774574670194,663.4468960535463,-0.0802792616985184,0.766206899785731,ZC3-DEC,ZC,Spring,mean_of_logs
17,-0.2341850399838904,0.7659735948706283,0.9928479370794239,0.9928479370794239,0.6317508016778018,0.3991090754205453,191.21669344442225,0.19457846604945572,0.7819453087820911,ZC4-CLG,ZC,Spring,mean_of_logs
17,-0.004940864800596728,0.45507580861679114,0.5846392178646771,0.5846392178646771,0.8576447401809705,0.7355545003600844,89.31137995829998,0.6984122566771709,0.9252858847653805,ZC5-CSM,ZC,Spring,mean_of_logs
17,-0.10126510855968604,0.555336018507099,0.6547657133799841,0.6547657133799841,0.8345092226054631,0.6964056426135744,152.78421797735308,0.603040312637736,0.9054505064789943,Total,ZC,Spring,mean_of_logs
17,0.49800508015006006,1.5994736138519385,2.193354240791648,2.193354240791648,-0.7547760996174501,0.5696869605537309,312.63198587801185,-2.776008594247183,0.10220380960006625,ZC1-EUP,ZC,Summer,log_of_mean
17,0.22576500460165996,1.0232703670863859,1.254795687173811,1.254795687173811,0.19722908092627203,0.03889931036302196,474.41801496816976,-0.7323956074616802,0.5223960934712366,ZC2-AMP,ZC,Summer,log_of_mean
17,0.8316641811104514,1.7787780979210044,2.6598244946695195,2.6598244946695195,-0.39966869895975576,0.15973506892818387,223.41198851912125,-1.0752315167024205,0.21907762067781356,ZC3-DEC,ZC,Summer,log_of_mean
17,-0.012487795566933397,1.5079114782326375,1.812597803709047,1.812597803709047,-0.12863475050429315,0.01654689903730175,325.9820032346741,-3.154421716761875,0.23726066135547796,ZC4-CLG,ZC,Summer,log_of_mean
17,-0.25384322123522596,1.647168633264319,1.9777030832553004,1.9777030832553004,0.02918722239140144,0.0008518939509251257,209.41559332076514,-0.9440531077912353,0.4277764629873485,ZC5-CSM,ZC,Summer,log_of_mean
17,0.3716059040539112,1.4002112744865909,2.10482411336067,2.10482411336067,-0.3341540662390159,0.11165893998406862,217.7894659506789,-3.1089697852721185,0.2506130597413182,Total,ZC,Summer,log_of_mean
17,0.34367485015587945,1.4687909381565598,2.035034934679438,2.035034934679438,-0.7129894197392862,0.508353912660164,454.7157334199063,-3.0204937432062833,0.10073194017171039,ZC1-EUP,ZC,Summer,mean_of_logs
17,0.10482554678540186,0.8900674861828752,1.1516382210518612,1.1516382210518612,0.3012898597924929,0.09077557961378002,229.13685849494732,-0.4854968161400395,0.59156889712987,ZC2-AMP,ZC,Summer,mean_of_logs
17,0.6793517174061602,1.698702854251147,2.6142118719691587,2.6142118719691587,-0.2873506333533318,0.08257038648856091,244.68160478336983,-0.7971269283507123,0.2491517248463696,ZC3-DEC,ZC,Summer,mean_of_logs
17,-0.07834348159924354,1.522082926148312,1.7419604114316858,1.7419604114316858,-0.03339022994334015,0.0011149074556691292,567.768622987444,-2.874968321542844,0.2697797911786103,ZC4-CLG,ZC,Summer,mean_of_logs
17,-0.35533162086056763,1.691121895194042,2.0342503115238864,2.0342503115238864,-0.011590838813944284,0.00013434754441083734,310.9639974138459,-1.0533047468528145,0.37672898690849954,ZC5-CSM,ZC,Summer,mean_of_logs
17,0.25833255247935616,1.357521767793454,1.8909691043543304,1.8909691043543304,-0.12273778974454995,0.01506456503137735,202.34269403779064,-2.7062404411334606,0.3423908482983098,Total,ZC,Summer,mean_of_logs
15,0.14634892469692462,1.6215331189684783,2.05138956950918,2.05138956950918,-0.5015832630224203,0.2515857697442185,659.8309719552944,-1.069818272881808,0.08119543231950621,ZC1-EUP,ZC,Fall,log_of_mean
16,0.23361046813585595,1.2699397214959374,1.4371208294932407,1.4371208294932407,0.050528529449884035,0.0025531322883677984,294.7537907234979,-1.637567093049785,0.41589516628276735,ZC2-AMP,ZC,Fall,log_of_mean
16,0.5723558043498943,1.7450842056829452,2.6401025736933623,2.6401025736933623,-0.6071655879066298,0.36865005113800337,231.91826038706057,-1.4449065294901722,0.1732126339499287,ZC3-DEC,ZC,Fall,log_of_mean
16,0.11613949240875285,1.6294179817917445,1.933928627741949,1.933928627741949,-0.5309853083119642,0.2819453976431517,261.9054162446,-2.51394652205969,0.10704465422758702,ZC4-CLG,ZC,Fall,log_of_mean
16,0.19551470910148255,1.670864991001224,2.2719467339741506,2.2719467339741506,-0.6618627506558366,0.43806230070571006,402.07760178725846,-2.1913099651532986,0.09696405035916345,ZC5-CSM,ZC,Fall,log_of_mean
16,0.2499851950419838,1.9546488511722937,2.344388722886195,2.344388722886195,-0.8079418457368488,0.652770026092666,198.2055048938964,-2.1924555977351634,0.002511295272818681,Total,ZC,Fall,log_of_mean
15,-0.0651159562133422,1.7853187218560256,2.2274891696368972,2.2274891696368972,-0.38980500989887784,0.15194794574226425,236.92956862635293,-0.7118700690064765,0.0654505616703972,ZC1-EUP,ZC,Fall,mean_of_logs
16,0.15766191951153008,1.208044173994138,1.4407237945513551,1.4407237945513551,0.05499486447087096,0.003024435118169465,225.88879375036709,-1.4829482741679003,0.446853923569998,ZC2-AMP,ZC,Fall,mean_of_logs
16,0.42953568056548896,1.4397785929532634,2.104486822666043,2.104486822666043,-0.39034262915202417,0.15236736813331467,346.6429465534417,-1.643976992297318,0.2297526353546847,ZC3-DEC,ZC,Fall,mean_of_logs
16,0.04442573387712384,1.4928898183777135,1.7809506136761242,1.7809506136761242,-0.3641047558446604,0.13257227322869977,451.7886706703491,-2.3137503511189648,0.16594587395912086,ZC4-CLG,ZC,Fall,mean_of_logs
16,0.0962263064429208,1.6096667403090534,2.075839001390689,2.075839001390689,-0.5523559829813772,0.3050971319353235,976.0777600202722,-2.3031109936909355,0.1310443530836971,ZC5-CSM,ZC,Fall,mean_of_logs
16,0.10262001937372706,1.70503140666546,2.0374074244154134,2.0374074244154134,-0.49056345064140133,0.2406524991051986,381.14461822067653,-1.7998060120273078,0.1176078590719335,Total,ZC,Fall,mean_of_logs
19,0.16699535104068092,0.6658878663312017,0.7797453965099876,0.7797453965099876,0.45658143717976996,0.2084666087771442,218.75442951142185,-0.3813663088798145,0.6532862610480323,ZS2-CTH,ZS,All,log_of_mean
19,0.3462500544012832,1.2519525456559422,1.5185776916983267,1.5185776916983267,-0.46694440475761967,0.21803707713444775,314.60584387578007,-2.606604175971754,0.14653095244129155,ZS3-CHA,ZS,All,log_of_mean
19,0.12180356131916822,0.5692688714192476,0.7475799846194724,0.7475799846194724,0.4353048111442343,0.1894902786053175,112.19397062917642,0.04023444367260087,0.6202690081649185,ZS4-LAR,ZS,All,log_of_mean
19,0.3067162942042891,1.105814840802447,1.4439448979425598,1.4439448979425598,-0.565799249474282,0.32012879070566075,235.9807254583741,-3.3793118046729154,0.09531265861852012,Total,ZS,All,log_of_mean
19,0.06675619185864382,0.6080938359785396,0.7411829811925272,0.7411829811925272,0.4739869682372834,0.22466364605877154,563.3325525955325,-0.3733250802995369,0.6706571646762561,ZS2-CTH,ZS,All,mean_of_logs
19,0.2404908716459259,1.0996881571307264,1.3534386940379772,1.3534386940379772,-0.30082672435768965,0.09049671808777739,315.3238367549759,-2.539075499320142,0.19077537225103924,ZS3-CHA,ZS,All,mean_of_logs
19,0.023177854731759134,0.5264626370634783,0.6704018796246148,0.6704018796246148,0.5379947195237508,0.28943831823543925,122.23696578011854,0.22585803013039407,0.7019458827672507,ZS4-LAR,ZS,All,mean_of_logs
19,0.215670834433123,1.0037251925422535,1.294227469943255,1.294227469943255,-0.4103283477015754,0.16836935292750496,584.5206290374039,-3.5470661742052387,0.11659753450755073,Total,ZS,All,mean_of_logs
12,0.030885665906428262,0.6266767333641925,0.9098166278906595,0.9098166278906595,0.4639299012795802,0.21523095330128106,292.421373241479,-0.07956588649038876,0.6782228915259358,ZS2-CTH,ZS,Winter,log_of_mean
12,0.41042949994951194,1.2655458541642033,1.6338833783558855,1.6338833783558855,0.006318894380229845,3.992842618850032e-05,589.2215320986942,-2.0696230451768605,0.35135845650993136,ZS3-CHA,ZS,Winter,log_of_mean
12,-0.22362555036986134,1.041994114840807,1.1395805819091105,1.1395805819091105,0.23916134855012816,0.05719815064031589,669.6480379191981,-0.7949163289080929,0.5286789283213511,ZS4-LAR,ZS,Winter,log_of_mean
12,0.3695443626422008,1.1672984625263305,1.5775529062930145,1.5775529062930145,-0.03236819559135129,0.001047700085839973,333.6673783166892,-1.9445122765722327,0.3539987027904058,Total,ZS,Winter,log_of_mean
12,-0.0530971162404216,0.6199597640110636,0.8440371219425746,0.8440371219425746,0.5212267809612432,0.27167735719121977,133.2879568046549,-0.010998370777043132,0.7108361513500437,ZS2-CTH,ZS,Winter,mean_of_logs
12,0.3757102518914445,1.2067589155716547,1.595109424850369,1.595109424850369,0.061602531166517926,0.0037948718461218124,1582.198115325985,-1.8045559016180328,0.3727785886425854,ZS3-CHA,ZS,Winter,mean_of_logs
12,-0.2722166053211604,1.1079643351312691,1.1959036148997526,1.1959036148997526,0.1706719734416307,0.0291289225184607,1590.7278031535895,-0.9901759993926118,0.4669556689608587,ZS4-LAR,ZS,Winter,mean_of_logs
12,0.3358250610336327,1.1379285044986327,1.5520347973693633,1.5520347973693633,0.0034209613764239707,1.1702976738984588e-05,1211.62939430281,-1.7749356068557485,0.36285910074725136,Total,ZS,Winter,mean_of_logs
17,0.1255385109945603,0.7278123849604905,0.9220499149896587,0.9220499149896587,0.6584064764297295,0.4334990882046119,130.35618248844597,0.1273869771122943,0.7893077349504032,ZS2-CTH,ZS,Spring,log_of_mean
17,0.07506085377732533,1.4903565429144237,1.8131164560763329,1.8131164560763329,0.0189782199014705,0.00036017283062857094,291.2020604391433,-0.4951885765305042,0.37689404051634434,ZS3-CHA,ZS,Spring,log_of_mean
17,0.25092976753103213,1.0069313438347807,1.3250054196427148,1.3250054196427148,0.32132497820917516,0.10324974162112689,131.8295514538177,-0.21157995822294118,0.601357032530861,ZS4-LAR,ZS,Spring,log_of_mean
17,0.020783405121936237,1.197513322326515,1.5122608556577457,1.5122608556577457,0.26258663227130213,0.06895173944758405,161.79138460322676,-0.28044026141281986,0.5706953720922329,Total,ZS,Spring,log_of_mean
17,0.013506096614831297,0.6900048943477759,0.8670822459253289,0.8670822459253289,0.6847170565689077,0.46883744755638873,171.4142702135048,0.09320706400188017,0.800295717826478,ZS2-CTH,ZS,Spring,mean_of_logs
17,-0.008716773499830407,1.2153724632275038,1.5348088593367029,1.5348088593367029,0.1383061443586345,0.019128589567351445,231.55138806876673,-0.4865958801737884,0.47281215294705037,ZS3-CHA,ZS,Spring,mean_of_logs
17,0.13920963796554536,0.9500461953409851,1.1752129086316705,1.1752129086316705,0.47668317214345973,0.22722684660475126,710.1723648617581,0.09672685112106705,0.6884719263244709,ZS4-LAR,ZS,Spring,mean_of_logs
17,-0.0665413830313436,1.0290074399369404,1.2300455056354243,1.2300455056354243,0.42443894699845874,0.18014841972916046,231.77329606901708,-0.14620533693508153,0.6711425733390379,Total,ZS,Spring,mean_of_logs
17,0.3326864852912694,1.551098494450015,1.9522542275627555,1.9522542275627555,-0.07815072840425918,0.006107536350116283,3215.983779280307,-2.859331743232479,0.3158351053836026,ZS2-CTH,ZS,Summer,log_of_mean
17,0.36426229557047074,1.5379386256939518,1.898720841801087,1.898720841801087,-0.715458439510113,0.511880778666246,227.66903409671855,-3.130611826407148,0.08079139730699125,ZS3-CHA,ZS,Summer,log_of_mean
17,0.24529649128039194,1.1628577045538244,1.4718561586884937,1.4718561586884937,-0.13072379889471478,0.017088711597465833,975.169570082834,-1.2592019432554693,0.2884729597775617,ZS4-LAR,ZS,Summer,log_of_mean
17,0.42616215591463097,1.615729018435177,2.109318270400359,2.109318270400359,-0.5525619310030842,0.3053246875938571,1887.6095219236695,-4.2636981350457095,0.08651441763248235,Total,ZS,Summer,log_of_mean
17,0.2659623748047073,1.5588543150763865,1.8970394659929186,1.8970394659929186,-0.03617239432505911,0.0013084421112075683,277.69629232980697,-2.794860489232714,0.34474289807084324,ZS2-CTH,ZS,Summer,mean_of_logs
17,0.257357270689164,1.4789636794503058,1.8059626039254462,1.8059626039254462,-0.5722020000455624,0.3274151288561418,345.04024055881223,-2.7084607443709516,0.10172256812495006,ZS3-CHA,ZS,Summer,mean_of_logs
17,0.07032802920710382,1.1340153294469333,1.329784440554215,1.329784440554215,0.01688365734413846,0.00028505788531428056,203.53276436634283,-0.9873694923968923,0.4102402493858036,ZS4-LAR,ZS,Summer,mean_of_logs
17,0.33365729983843073,1.5912176764579875,1.9755781152643526,1.9755781152643526,-0.3920058550598927,0.15366859040123762,378.5089982795272,-3.8292415235086654,0.10187569779749617,Total,ZS,Summer,mean_of_logs
16,0.061098810872207754,1.0168342982354601,1.2424429032494892,1.2424429032494892,0.2688960467292522,0.07230508394662019,215.18456889956275,-0.6447213828860625,0.5599215540353866,ZS2-CTH,ZS,Fall,log_of_mean
16,0.6389200142674707,1.8429851397776222,2.7635158094332195,2.7635158094332195,-0.7775015072749086,0.6045085938147547,743.406526518293,-1.9554255302014636,0.05394127878616373,ZS3-CHA,ZS,Fall,log_of_mean
14,-0.13088221920148824,1.0083458730437598,1.2650733415018303,1.2650733415018303,0.15674673302691994,0.024569538314612515,239.710448802674,-0.854474429063929,0.4920511947196713,ZS4-LAR,ZS,Fall,log_of_mean
16,0.5991192997970824,1.8890901890220302,2.6503381610838574,2.6503381610838574,-0.8103257384708681,0.6566278024283577,272.93731869428035,-2.550723335383614,0.02496622217496991,Total,ZS,Fall,log_of_mean
16,0.002097822369870002,1.0566696648157106,1.2677157679824687,1.2677157679824687,0.2643065795924459,0.06985796801585795,204.81553119402517,-0.5764530033508919,0.5498819063957461,ZS2-CTH,ZS,Fall,mean_of_logs
16,0.4787541077248715,1.6755693051556277,2.4641548226018197,2.4641548226018197,-0.7236944078963498,0.5237335960204482,214.6401515401453,-2.2743284452215935,0.10149618936841953,ZS3-CHA,ZS,Fall,mean_of_logs
14,-0.08740446978575253,0.9615229696929983,1.1864917878341974,1.1864917878341974,0.25489439620645393,0.06497115321745271,205.92221772737483,-0.630147315413208,0.5324233585185546,ZS4-LAR,ZS,Fall,mean_of_logs
16,0.4996454734659323,1.825197835530234,2.470551104566086,2.470551104566086,-0.7568268235148438,0.5727868407915685,278.2751063271057,-2.757089241758512,0.035304269413068856,Total,ZS,Fall,mean_of_logs
