timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season,year,month,day_of_year,biweekly,multiplier,model_N_bound_gN_m2,model_N_free_gN_m2,model_N_total_init_used_gN_m2,model_N_bound_init_used_gN_m2,model_N_free_init_used_gN_m2,model_N_free_used_gN_m2
20,0.005959249,0.0002440231,0.4554035,0.07674313,0.9144555,0.9134181,0.258487,1.596477,2.205395,0.006258727,0.1397451,0.5445632,0.03898154,1.598277,0.4517561,0.002084734,2.154067,0.7209877,0.3079386,0.000586823,8.792319,14.30957,1978-02-28,Fall,1978,2,59,5,1.2,3.1826318085936,2.6434434714064006,5.82607528,4.2381256773263996,1.5879496026736009,3.1721321656876804
21,0.006071034,0.0002480412,0.4625039,0.0777751,0.8936909,0.9023132,0.2503042,1.559905,2.1217,0.00646874,0.1372275,0.5444351,0.0329152,1.531664,0.391555,0.001698858,2.650382,0.8304645,0.3453189,0.0004582416,8.790709,14.03773,1978-03-03,Spring,1978,3,62,5,1.1,3.2261305970047993,2.599944682995201,5.82607528,4.2381256773263996,1.5879496026736009,2.8599391512947214
22,0.006182606,0.0002518998,0.468921,0.07875957,0.8747122,0.8911603,0.2437986,1.537498,2.051898,0.00666887,0.1343642,0.5438696,0.03018617,1.621913,0.3605734,0.001854376,4.293056,1.140449,0.5181838,0.0003609778,8.927465,14.06804,1978-03-06,Spring,1978,3,65,5,1.1,3.5903832362496004,2.2356920437504,5.82607528,4.2381256773263996,1.5879496026736009,2.4592612481254403
23,0.006294029,0.000255625,0.4749102,0.0797428,0.857362,0.8799411,0.23884,1.530258,2.003058,0.006858231,0.1317798,0.5432732,0.03037629,1.868964,0.3530257,0.002186336,5.070617,1.27544,0.5779735,0.0002742567,9.177936,14.3752,1978-03-09,Spring,1978,3,68,5,1.1,3.8101956919152,2.0158795880848004,5.82607528,4.2381256773263996,1.5879496026736009,2.2174675468932805
24,0.006405327,0.000259231,0.4806298,0.08069117,0.8406412,0.8688834,0.2340707,1.523443,1.96389,0.007039288,0.129679,0.5428694,0.03091692,2.079682,0.3451992,0.002087254,4.233296,1.156102,0.4739094,0.0001990755,9.373857,14.6189,1978-03-12,Spring,1978,3,71,6,1.1,3.6633042323279996,2.162771047672001,5.82607528,4.2381256773263996,1.5879496026736009,2.379048152439201
25,0.006516449,0.0002627202,0.4860709,0.08158453,0.8254405,0.8589119,0.2299926,1.516288,1.928524,0.007219371,0.127711,0.5426767,0.03150618,2.225041,0.3358739,0.00214224,4.395546,1.188798,0.4671278,0.0001444025,9.512054,14.77697,1978-03-15,Spring,1978,3,74,6,1.1,3.7196864619152,2.1063888180848003,5.82607528,4.2381256773263996,1.5879496026736009,2.3170276998932806
26,0.006627369,0.0002660988,0.4912452,0.08242439,0.8103516,0.8489773,0.2255835,1.505019,1.894178,0.007391118,0.1259352,0.5425097,0.03135881,2.271912,0.32095,0.001666374,3.518846,0.9736868,0.3609971,0.0001029077,9.577811,14.7988,1978-03-18,Spring,1978,3,77,6,1.1,3.5034410102800004,2.32263426972,5.82607528,4.2381256773263996,1.5879496026736009,2.554897696692
27,0.006737878,0.0002693583,0.4960951,0.08321766,0.7962505,0.8395164,0.2216481,1.495517,1.861843,0.007557073,0.1240698,0.5422862,0.03137734,2.32005,0.3088908,0.001666249,4.290189,1.11881,0.4272926,7.394497e-05,9.645588,14.83264,1978-03-21,Spring,1978,3,80,6,1.1,3.67359580857552,2.1524794714244804,5.82607528,4.2381256773263996,1.5879496026736009,2.3677274185669286
28,0.006848124,0.0002725217,0.5007474,0.08402427,0.7842678,0.8306462,0.2192676,1.499137,1.843258,0.007718864,0.122385,0.5422449,0.03351246,2.505886,0.3123546,0.001797892,5.341502,1.204338,0.4989957,5.307524e-05,9.809306,15.09893,1978-03-24,Spring,1978,3,83,6,1.1,3.9326344036214396,1.8934408763785608,5.82607528,4.2381256773263996,1.5879496026736009,2.082784964016417
29,0.006958376,0.0002756165,0.5053691,0.08483853,0.7730427,0.8221263,0.2173111,1.506279,1.834126,0.007875925,0.1211839,0.5425492,0.03638521,2.684447,0.3187215,0.00177155,4.828022,1.143684,0.4437893,3.709342e-05,9.961799,15.37517,1978-03-27,Spring,1978,3,86,7,1.1,3.87092953856192,1.9551457414380806,5.82607528,4.2381256773263996,1.5879496026736009,2.150660315581889
30,0.007068753,0.0002786526,0.5099925,0.085652,0.7631139,0.8144186,0.2159627,1.515937,1.831064,0.008030036,0.1202832,0.5432103,0.03982336,2.840244,0.326971,0.001856309,5.249832,1.166163,0.471426,2.587494e-05,10.09732,15.63731,1978-03-30,Spring,1978,3,89,7,1.1,4.0006098606550395,1.8254654193449609,5.82607528,4.2381256773263996,1.5879496026736009,2.008011961279457
31,0.007179708,0.000281664,0.5147302,0.08649449,0.7561193,0.8082597,0.2161473,1.535361,1.838837,0.008182493,0.1196915,0.5444632,0.04491732,3.040865,0.3450333,0.001949609,5.812771,1.165329,0.4836358,1.832442e-05,10.26749,16.00153,1978-04-02,Fall,1978,4,92,7,1.1,4.17023407588192,1.6558412041180803,5.82607528,4.2381256773263996,1.5879496026736009,1.8214253245298886
32,0.007292226,0.0002847183,0.5197862,0.08740338,0.7555227,0.8049392,0.2191945,1.573206,1.863724,0.008336911,0.119487,0.5466934,0.05361586,3.341449,0.3841453,0.002069244,6.958925,1.255216,0.5212126,1.361705e-05,10.51086,16.56972,1978-04-05,Fall,1978,4,95,7,1.2,4.5078433667176,1.3182319132824007,5.82607528,4.2381256773263996,1.5879496026736009,1.5818782959388809
33,0.007407598,0.0002878972,0.5254632,0.08841853,0.7583718,0.8033351,0.2239906,1.624766,1.908185,0.008498822,0.1201648,0.5501053,0.06588595,3.691063,0.4411819,0.002178654,7.238674,1.241055,0.509963,1.009826e-05,10.78595,17.25885,1978-04-08,Fall,1978,4,98,7,1.2,4.69450459990496,1.1315706800950407,5.82607528,4.2381256773263996,1.5879496026736009,1.3578848161140489
34,0.007526918,0.0002912587,0.5319658,0.08953517,0.7639614,0.8037689,0.2298858,1.682711,1.966583,0.008672604,0.1217215,0.5548185,0.07995639,3.974776,0.5074064,0.002212875,7.19582,1.188961,0.4856619,7.520689e-06,11.02777,17.90759,1978-04-11,Fall,1978,4,101,8,1.2,4.808070232804464,1.018005047195536,5.82607528,4.2381256773263996,1.5879496026736009,1.2216060566346432
35,0.007651666,0.0002948766,0.5394366,0.09075157,0.7773808,0.808287,0.2378596,1.751325,2.036923,0.00886149,0.123834,0.5612283,0.09572712,4.194086,0.5889579,0.002172217,7.466204,1.167628,0.4691523,6.077075e-06,11.24687,18.53055,1978-04-14,Fall,1978,4,104,8,1.2,4.980425582934801,0.8456496970651992,5.82607528,4.2381256773263996,1.5879496026736009,1.014779636478239
36,0.007783509,0.0002988326,0.5480101,0.0920949,0.7938698,0.8152603,0.2468517,1.825641,2.117398,0.009068545,0.1266584,0.569082,0.1111844,4.359046,0.6806664,0.002069002,7.410212,1.123923,0.4486004,5.038023e-06,11.43599,19.09696,1978-04-17,Fall,1978,4,107,8,1.2,5.083426505485647,0.7426487745143531,5.82607528,4.2381256773263996,1.5879496026736009,0.8911785294172236
37,0.007923314,0.000303153,0.5575308,0.09346792,0.8070577,0.8236622,0.2536729,1.874347,2.181382,0.009292464,0.1298115,0.5779043,0.1154333,4.137809,0.7155293,0.001399686,4.87415,0.8102718,0.2930453,4.244864e-06,11.40225,19.09752,1978-04-20,Fall,1978,4,110,8,1.1,4.551290027208064,1.2747852527919363,5.82607528,4.2381256773263996,1.5879496026736009,1.40226377807113
38,0.008070882,0.0003077927,0.5673388,0.09481507,0.8200272,0.8337096,0.2590314,1.906334,2.218284,0.009523227,0.1320544,0.5867564,0.1119762,3.814027,0.7186574,0.001152412,5.098361,0.7796312,0.2995876,3.853152e-06,11.28081,18.82019,1978-04-23,Fall,1978,4,113,9,1.0,4.531111600885951,1.2949636791140495,5.82607528,4.2381256773263996,1.5879496026736009,1.2949636791140495
39,0.008226928,0.0003127804,0.5772812,0.09617175,0.8418635,0.8484052,0.2653657,1.947003,2.244335,0.009756935,0.1331859,0.5958841,0.1095981,3.627673,0.7438149,0.0009679208,5.720147,0.8229121,0.3158418,4.116437e-06,11.22785,18.69115,1978-04-26,Fall,1978,4,116,9,1.0,4.636320663792112,1.189754616207888,5.82607528,4.2381256773263996,1.5879496026736009,1.189754616207888
40,0.008392336,0.0003181553,0.5873255,0.09750418,0.8646085,0.865479,0.2704099,1.975633,2.252218,0.009991756,0.1336681,0.6050585,0.1032258,3.358044,0.7462251,0.0007861069,4.70117,0.6715522,0.2496761,4.791078e-06,11.11077,18.39754,1978-04-29,Fall,1978,4,119,9,0.9,4.368055020448928,1.4580202595510725,5.82607528,4.2381256773263996,1.5879496026736009,1.3122182335959653
41,0.008566686,0.000323878,0.5971169,0.09879322,0.8854517,0.8827774,0.2742416,1.994418,2.240535,0.01022121,0.1332916,0.6134846,0.09505616,3.112563,0.7378564,0.0006377783,4.762846,0.669563,0.2487703,5.828776e-06,10.98568,18.05691,1978-05-02,Fall,1978,5,122,9,0.9,4.320491265949376,1.5055840140506245,5.82607528,4.2381256773263996,1.5879496026736009,1.355025612645562
42,0.008749755,0.0003299342,0.6065937,0.1000471,0.9084412,0.9017003,0.2778489,2.014604,2.219315,0.01044277,0.132116,0.621381,0.08881567,2.95673,0.7419694,0.0005286909,5.064753,0.7087486,0.2606063,7.706501e-06,10.90612,17.82313,1978-05-05,Fall,1978,5,125,9,0.9,4.349395408681776,1.4766798713182245,5.82607528,4.2381256773263996,1.5879496026736009,1.329011884186402
43,0.008941663,0.0003363311,0.6158009,0.1012811,0.9338096,0.9223489,0.2815136,2.038029,2.194429,0.01065584,0.1303129,0.6288968,0.0843409,2.874089,0.7611832,0.0004467101,5.30813,0.7479139,0.2704946,1.100055e-05,10.86549,17.69798,1978-05-08,Fall,1978,5,128,10,0.9,4.391540430276,1.4345348497240007,5.82607528,4.2381256773263996,1.5879496026736009,1.2910813647516006
44,0.009142866,0.0003430978,0.6249054,0.1025704,0.9658228,0.9444787,0.2871948,2.085231,2.184658,0.01086229,0.1283708,0.6363947,0.08618555,3.011541,0.8382435,0.0004004793,6.92921,0.974145,0.3522916,1.650733e-05,10.96265,17.94378,1978-05-11,Fall,1978,5,131,10,1.0,4.806338094315681,1.0197371856843196,5.82607528,4.2381256773263996,1.5879496026736009,1.0197371856843196
45,0.009354963,0.0003503306,0.6343607,0.1039408,1.005167,0.9715171,0.2944648,2.149748,2.194151,0.01106908,0.1265756,0.6450347,0.09100934,3.221515,0.9614712,0.0003632799,6.995816,1.015542,0.3573458,2.779925e-05,11.09124,18.36958,1978-05-14,Fall,1978,5,134,10,1.0,4.944703710723999,0.8813715692760011,5.82607528,4.2381256773263996,1.5879496026736009,0.8813715692760011
46,0.009579462,0.0003581076,0.6444143,0.105448,1.051235,1.001251,0.3038126,2.233583,2.22801,0.01128104,0.1256156,0.6548057,0.1005665,3.535852,1.137664,0.0003344225,8.046494,1.176739,0.4134718,4.818023e-05,11.26732,19.01086,1978-05-17,Fall,1978,5,137,10,1.1,5.34013941337008,0.4859358666299203,5.82607528,4.2381256773263996,1.5879496026736009,0.5345294532929123
47,0.009818469,0.0003665402,0.6554577,0.1071009,1.102264,1.036319,0.3144246,2.325607,2.28344,0.01150563,0.1255173,0.6666144,0.1107076,3.803134,1.337236,0.0003000673,7.691723,1.156312,0.402232,9.119372e-05,11.3959,19.65635,1978-05-20,Fall,1978,5,140,10,1.1,5.44861466643872,0.37746061356128013,5.82607528,4.2381256773263996,1.5879496026736009,0.4152066749174082
48,0.01007287,0.0003756559,0.6673724,0.1088138,1.145618,1.069873,0.3226847,2.378867,2.325511,0.01174313,0.1268141,0.6790506,0.1116971,3.695637,1.391066,0.0002432121,5.847487,0.8829451,0.3058736,0.000154058,11.29558,19.70758,1978-05-23,Fall,1978,5,143,11,1.0,5.089944881376,0.7361303986240006,5.82607528,4.2381256773263996,1.5879496026736009,0.7361303986240006
49,0.01034128,0.000385349,0.6792895,0.1104065,1.175457,1.106605,0.3262973,2.379841,2.321295,0.01198054,0.1267938,0.6910882,0.09755345,3.230029,1.295123,0.0001778619,4.187664,0.6343244,0.2177951,0.0002933974,10.96891,19.0954,1978-05-26,Fall,1978,5,146,11,0.9,4.6107603593808,1.2153149206192007,5.82607528,4.2381256773263996,1.5879496026736009,1.0937834285572807
50,0.0106213,0.0003954778,0.6903839,0.1118795,1.197706,1.142344,0.3280293,2.366508,2.282794,0.01220247,0.1250111,0.7009134,0.08346573,2.891677,1.211145,0.0001341562,4.317487,0.6596698,0.2307032,0.0005936437,10.69938,18.52694,1978-05-29,Fall,1978,5,149,11,0.9,4.5288906600752,1.2971846199248,5.82607528,4.2381256773263996,1.5879496026736009,1.16746615793232
51,0.01091099,0.0004059539,0.7004887,0.1131331,1.207103,1.177912,0.3263434,2.318573,2.208324,0.01240283,0.1216732,0.7088076,0.06568927,2.446801,1.067173,9.810946e-05,2.905217,0.4814925,0.1620005,0.001322651,10.34718,17.69171,1978-06-01,Fall,1978,6,152,11,0.8,4.06073313756736,1.7653421424326403,5.82607528,4.2381256773263996,1.5879496026736009,1.4122737139461123
52,0.01120699,0.0004166025,0.7091225,0.1142252,1.21104,1.2072,0.323303,2.264429,2.112063,0.01257175,0.1173312,0.7134876,0.05233249,2.153641,0.9567386,7.611868e-05,3.419501,0.5414321,0.186377,0.002812723,10.09481,17.01939,1978-06-04,Fall,1978,6,155,12,0.8,4.02659548585568,1.7994797941443208,5.82607528,4.2381256773263996,1.5879496026736009,1.4395838353154566
53,0.01150788,0.0004273778,0.7166162,0.1152695,1.221801,1.232927,0.3229355,2.247972,2.034513,0.01271286,0.1126113,0.7162722,0.04771743,2.179882,0.9641716,6.666422e-05,5.618133,0.873699,0.3065977,0.005936687,10.09731,16.9374,1978-06-07,Fall,1978,6,158,12,0.9,4.48416950222752,1.3419057777724808,5.82607528,4.2381256773263996,1.5879496026736009,1.2077151999952327
54,0.01181422,0.0004383489,0.7235978,0.1162552,1.236149,1.259258,0.3242028,2.250144,1.979235,0.01283603,0.1081247,0.7189053,0.04724571,2.326163,1.027803,6.140461e-05,5.647701,0.977513,0.3293915,0.01309257,10.17308,17.07216,1978-06-10,Fall,1978,6,161,12,0.9,4.55839915869776,1.26767612130224,5.82607528,4.2381256773263996,1.5879496026736009,1.1409085091720161
55,0.01212624,0.0004495482,0.730346,0.1172187,1.256526,1.286897,0.3278247,2.278509,1.952549,0.01294647,0.1040994,0.7218994,0.05129653,2.623982,1.166847,5.962388e-05,7.053614,1.234037,0.4183628,0.0296409,10.34611,17.46227,1978-06-13,Fall,1978,6,164,12,1.0,4.98510361092608,0.8409716690739204,5.82607528,4.2381256773263996,1.5879496026736009,0.8409716690739204
56,0.01244531,0.0004610709,0.7373276,0.1181531,1.279853,1.317839,0.3327026,2.316756,1.951812,0.01305264,0.1008183,0.7262601,0.05753984,2.921916,1.333822,5.833345e-05,6.646773,1.246648,0.4186784,0.06792597,10.50529,17.77659,1978-06-16,Fall,1978,6,167,12,1.0,5.0461095385256,0.7799657414744008,5.82607528,4.2381256773263996,1.5879496026736009,0.7799657414744008
57,0.01277182,0.0004729388,0.744573,0.1190409,1.301132,1.350883,0.3371774,2.345078,1.960291,0.01315609,0.09811636,0.7316877,0.06253892,3.083788,1.459912,5.688014e-05,6.100938,1.217553,0.4096766,0.1435115,10.60044,17.66982,1978-06-19,Fall,1978,6,170,13,1.0,5.01954189917344,0.8065333808265605,5.82607528,4.2381256773263996,1.5879496026736009,0.8065333808265605
58,0.01310497,0.0004851039,0.75177,0.1196958,1.310694,1.385492,0.3385162,2.333789,1.95139,0.01325184,0.09508928,0.7374406,0.06014777,2.92342,1.445918,5.454289e-05,4.336097,0.977457,0.3276795,0.2646849,10.55125,16.70347,1978-06-22,Fall,1978,6,173,13,0.9,4.58121014119504,1.2448651388049603,5.82607528,4.2381256773263996,1.5879496026736009,1.1203786249244643
59,0.01344151,0.0004973795,0.758116,0.1201391,1.305713,1.415119,0.3356479,2.276097,1.901993,0.01332632,0.09140015,0.7409285,0.05075788,2.528522,1.297842,5.378813e-05,2.996693,0.7319287,0.2430928,0.3860852,10.3977,15.08738,1978-06-25,Fall,1978,6,176,13,0.8,4.08461798406288,1.7414572959371206,5.82607528,4.2381256773263996,1.5879496026736009,1.3931658367496966
60,0.01377736,0.0005095493,0.7630509,0.1204484,1.293953,1.436269,0.3310233,2.207251,1.825903,0.01336975,0.08703092,0.7409,0.04212241,2.222641,1.163491,6.002998e-05,3.180046,0.8280817,0.2618636,0.4696887,10.31358,13.6047,1978-06-28,Fall,1978,6,179,13,0.8,3.94458958899328,1.8814856910067204,5.82607528,4.2381256773263996,1.5879496026736009,1.5051885528053763
61,0.01410985,0.000521496,0.7666484,0.1206009,1.281066,1.451093,0.326514,2.148406,1.746117,0.01338258,0.08216071,0.738358,0.03648454,2.067566,1.09199,7.598495e-05,3.917518,0.9698209,0.3217689,0.5195153,10.33656,12.51648,1978-07-01,Fall,1978,7,182,13,0.8,3.9761678907272,1.8499073892728006,5.82607528,4.2381256773263996,1.5879496026736009,1.4799259114182406
62,0.0144376,0.0005331801,0.7692124,0.1206581,1.272514,1.461651,0.3238334,2.115994,1.682222,0.01336972,0.07724743,0.7344403,0.03524541,2.115724,1.113969,0.0001099021,5.184352,1.371349,0.4596533,0.5418071,10.4937,11.96783,1978-07-04,Fall,1978,7,185,14,0.9,4.253612920227199,1.5724623597728016,5.82607528,4.2381256773263996,1.5879496026736009,1.4152161237955214
63,0.01476084,0.0005446444,0.7712592,0.1208571,1.272914,1.468368,0.3236193,2.111736,1.644006,0.01334102,0.07339966,0.7301125,0.03833164,2.318428,1.205964,0.0001695715,6.037843,1.470312,0.48866,0.5250453,10.72917,11.93539,1978-07-07,Fall,1978,7,188,14,0.9,4.4662995325584,1.3597757474416001,5.82607528,4.2381256773263996,1.5879496026736009,1.22379817269744
64,0.01508046,0.0005559576,0.7732266,0.1209682,1.277785,1.476887,0.3251458,2.12733,1.63211,0.01330522,0.06988538,0.7269741,0.04409466,2.592961,1.360399,0.0002628898,6.504371,1.695079,0.5734307,0.5103971,10.96787,12.17157,1978-07-10,Fall,1978,7,191,14,1.0,4.695893735862399,1.130181544137601,5.82607528,4.2381256773263996,1.5879496026736009,1.130181544137601
65,0.01539722,0.0005671687,0.775359,0.1211268,1.282445,1.485883,0.3263338,2.132796,1.629895,0.0132676,0.06729478,0.7248927,0.0488648,2.712054,1.452687,0.0003775673,5.353075,1.453224,0.4836992,0.4874254,11.06094,12.28266,1978-07-13,Fall,1978,7,194,14,0.9,4.479519246336,1.3465560336640001,5.82607528,4.2381256773263996,1.5879496026736009,1.2119004302976002
66,0.01571043,0.0005782309,0.7774462,0.1212332,1.283034,1.494789,0.3262473,2.121931,1.622428,0.01322628,0.06495445,0.7231242,0.0504864,2.675582,1.475159,0.0005036669,4.836146,1.384616,0.4589573,0.4719651,11.03482,12.19424,1978-07-16,Fall,1978,7,197,15,0.9,4.3591855253728005,1.4668897546272,5.82607528,4.2381256773263996,1.5879496026736009,1.32020077916448
67,0.01601878,0.0005890715,0.779219,0.1211847,1.275446,1.502923,0.3238235,2.084781,1.598129,0.01317732,0.06240611,0.7210444,0.04709489,2.455021,1.404417,0.0006238508,3.633774,1.117813,0.3694485,0.4688095,10.87929,11.77389,1978-07-19,Fall,1978,7,200,15,0.8,3.9914231775248004,1.8346521024752,5.82607528,4.2381256773263996,1.5879496026736009,1.4677216819801602
68,0.01631982,0.0005995567,0.7802453,0.1209602,1.26114,1.508218,0.319693,2.032684,1.555427,0.01311364,0.0593467,0.7176844,0.0416493,2.216458,1.31,0.0007747126,3.433383,1.136045,0.3846991,0.4761997,10.70678,11.2471,1978-07-22,Fall,1978,7,203,15,0.8,3.8469937155568,1.9790815644432005,5.82607528,4.2381256773263996,1.5879496026736009,1.5832652515545604
