N,MB,MAE,RMSE,NRMSE,r,R2,MAPE,NSE,WSS,Group,Pass,Season,ObsSummary
17,0.10497287335617662,0.890114899159357,1.1520083913022827,1.1520083913022827,0.30074437470748927,0.09044717891819871,229.45969957287514,-0.4864519339769202,0.5911483728344877,ZC2-AMP,ZC,Summer,mean_of_logs
17,0.6777582740385232,1.700976992385206,2.616132604101576,2.616132604101576,-0.288402860474266,0.08317620992973894,244.83829281363825,-0.7997686939547328,0.24900315114092653,ZC3-DEC,ZC,Summer,mean_of_logs
17,-0.07831610640013813,1.5227556885829987,1.7424711198104703,1.7424711198104703,-0.033023205749226583,0.0010905321179557517,567.8764934432107,-2.8772407829318514,0.2696716237277458,ZC4-CLG,ZC,Summer,mean_of_logs
17,-0.35573095013369266,1.6921132410562318,2.0358111771308396,2.0358111771308396,-0.012235804672839959,0.00014971491599189216,311.2226414138246,-1.0564569275876061,0.3764462332450018,ZC5-CSM,ZC,Summer,mean_of_logs
17,0.2585902092956265,1.3578560084202942,1.8919317311687285,1.8919317311687285,-0.12275781091886535,0.015069480141591898,202.08567760109108,-2.7100148386357183,0.3423488810303942,Total,ZC,Summer,mean_of_logs
15,0.14715624132893346,1.6221190527162404,2.0524906615755896,2.0524906615755896,-0.5030747038200409,0.2530841576236219,665.3761187705171,-1.0720408367095287,0.0809024512450387,ZC1-EUP,ZC,Fall,log_of_mean
16,0.23301697198428628,1.2702693590453995,1.4368347437114923,1.4368347437114923,0.05026703394890394,0.002526774702020261,295.00949369355345,-1.6365170834436822,0.41577835988926437,ZC2-AMP,ZC,Fall,log_of_mean
16,0.5724031757549082,1.7450422703462398,2.6388270050827156,2.6388270050827156,-0.6067962504265662,0.36820168953174,232.03414447689613,-1.4425445813845688,0.1732425871135509,ZC3-DEC,ZC,Fall,log_of_mean
16,0.11623835987493947,1.6293027703786072,1.93337349322099,1.93337349322099,-0.531082498767798,0.28204862049744817,261.8997957166716,-2.5119294537822174,0.10712561870151371,ZC4-CLG,ZC,Fall,log_of_mean
16,0.19665991441032443,1.6700624414628913,2.271397208777227,2.271397208777227,-0.6612228412238591,0.4372156457561528,403.31804524897984,-2.189766361051285,0.09743876936233975,ZC5-CSM,ZC,Fall,log_of_mean
16,0.25033208926867795,1.9548841253074465,2.34431150956346,2.34431150956346,-0.8081293556469398,0.653073055458338,198.24787493429037,-2.1922453117508542,0.0025149752181559126,Total,ZC,Fall,log_of_mean
15,-0.06430863958133344,1.7859280712767995,2.2281117088899314,2.2281117088899314,-0.3906086894664824,0.1525751482867229,236.95163973398704,-0.7128270705044124,0.06510439522695433,ZC1-EUP,ZC,Fall,mean_of_logs
16,0.15706842335996044,1.2083738115436002,1.4405267841075642,1.4405267841075642,0.05466638596913123,0.002988413754926028,225.89266882762843,-1.4822692636623107,0.44664899832641214,ZC2-AMP,ZC,Fall,mean_of_logs
