threeday_yrmo,threeday_yr,year,dayofyear,uPAR
122,11,2003,32,10.342
123,11,2003,32,10.342
124,11,2003,32,10.342
125,11,2003,32,10.342
126,11,2003,32,10.342
127,11,2003,32,10.342
128,11,2003,32,10.342
129,11,2003,32,10.342
130,11,2003,32,10.342
131,11,2003,32,10.342
132,11,2003,32,10.342
133,12,2003,35,18.103
134,12,2003,35,18.103
135,12,2003,35,18.103
136,12,2003,35,18.103
137,12,2003,35,18.103
138,12,2003,35,18.103
139,12,2003,35,18.103
140,12,2003,35,18.103
141,12,2003,35,18.103
142,12,2003,35,18.103
143,12,2003,35,18.103
144,12,2003,35,18.103
145,13,2003,38,22.698
146,13,2003,38,22.698
147,13,2003,38,22.698
148,13,2003,38,22.698
149,13,2003,38,22.698
150,13,2003,38,22.698
151,13,2003,38,22.698
152,13,2003,38,22.698
153,13,2003,38,22.698
154,13,2003,38,22.698
155,13,2003,38,22.698
156,13,2003,38,22.698
157,14,2003,41,23.765
158,14,2003,41,23.765
159,14,2003,41,23.765
160,14,2003,41,23.765
161,14,2003,41,23.765
162,14,2003,41,23.765
163,14,2003,41,23.765
164,14,2003,41,23.765
165,14,2003,41,23.765
166,14,2003,41,23.765
167,14,2003,41,23.765
168,14,2003,41,23.765
169,15,2003,44,23.472
170,15,2003,44,23.472
171,15,2003,44,23.472
172,15,2003,44,23.472
173,15,2003,44,23.472
174,15,2003,44,23.472
175,15,2003,44,23.472
176,15,2003,44,23.472
177,15,2003,44,23.472
178,15,2003,44,23.472
179,15,2003,44,23.472
180,15,2003,44,23.472
181,16,2003,47,12.506
182,16,2003,47,12.506
183,16,2003,47,12.506
184,16,2003,47,12.506
185,16,2003,47,12.506
186,16,2003,47,12.506
187,16,2003,47,12.506
188,16,2003,47,12.506
189,16,2003,47,12.506
190,16,2003,47,12.506
191,16,2003,47,12.506
192,16,2003,47,12.506
193,17,2003,50,13.693
194,17,2003,50,13.693
195,17,2003,50,13.693
196,17,2003,50,13.693
197,17,2003,50,13.693
198,17,2003,50,13.693
199,17,2003,50,13.693
200,17,2003,50,13.693
201,17,2003,50,13.693
202,17,2003,50,13.693
203,17,2003,50,13.693
204,17,2003,50,13.693
205,18,2003,53,20.046
206,18,2003,53,20.046
207,18,2003,53,20.046
208,18,2003,53,20.046
209,18,2003,53,20.046
210,18,2003,53,20.046
211,18,2003,53,20.046
212,18,2003,53,20.046
213,18,2003,53,20.046
214,18,2003,53,20.046
215,18,2003,53,20.046
216,18,2003,53,20.046
217,19,2003,56,28.706
218,19,2003,56,28.706
219,19,2003,56,28.706
220,19,2003,56,28.706
221,19,2003,56,28.706
222,19,2003,56,28.706
223,19,2003,56,28.706
224,19,2003,56,28.706
225,19,2003,56,28.706
226,19,2003,56,28.706
227,19,2003,56,28.706
228,19,2003,56,28.706
229,20,2003,59,22.31
230,20,2003,59,22.31
231,20,2003,59,22.31
232,20,2003,59,22.31
233,20,2003,59,22.31
234,20,2003,59,22.31
235,20,2003,59,22.31
236,20,2003,59,22.31
237,20,2003,59,22.31
238,20,2003,59,22.31
239,20,2003,59,22.31
240,20,2003,59,22.31
241,21,2003,62,23.994
242,21,2003,62,23.994
243,21,2003,62,23.994
244,21,2003,62,23.994
245,21,2003,62,23.994
246,21,2003,62,23.994
247,21,2003,62,23.994
248,21,2003,62,23.994
249,21,2003,62,23.994
250,21,2003,62,23.994
251,21,2003,62,23.994
252,21,2003,62,23.994
253,22,2003,65,19.492
254,22,2003,65,19.492
255,22,2003,65,19.492
256,22,2003,65,19.492
257,22,2003,65,19.492
258,22,2003,65,19.492
259,22,2003,65,19.492
260,22,2003,65,19.492
261,22,2003,65,19.492
262,22,2003,65,19.492
263,22,2003,65,19.492
264,22,2003,65,19.492
265,23,2003,68,17.248
266,23,2003,68,17.248
267,23,2003,68,17.248
268,23,2003,68,17.248
269,23,2003,68,17.248
270,23,2003,68,17.248
271,23,2003,68,17.248
272,23,2003,68,17.248
273,23,2003,68,17.248
274,23,2003,68,17.248
275,23,2003,68,17.248
276,23,2003,68,17.248
277,24,2003,71,10.216
278,24,2003,71,10.216
279,24,2003,71,10.216
280,24,2003,71,10.216
281,24,2003,71,10.216
282,24,2003,71,10.216
283,24,2003,71,10.216
284,24,2003,71,10.216
285,24,2003,71,10.216
286,24,2003,71,10.216
287,24,2003,71,10.216
288,24,2003,71,10.216
289,25,2003,74,21.462
290,25,2003,74,21.462
291,25,2003,74,21.462
292,25,2003,74,21.462
293,25,2003,74,21.462
294,25,2003,74,21.462
295,25,2003,74,21.462
296,25,2003,74,21.462
297,25,2003,74,21.462
298,25,2003,74,21.462
299,25,2003,74,21.462
300,25,2003,74,21.462
301,26,2003,77,27.648
302,26,2003,77,27.648
303,26,2003,77,27.648
304,26,2003,77,27.648
305,26,2003,77,27.648
306,26,2003,77,27.648
307,26,2003,77,27.648
308,26,2003,77,27.648
309,26,2003,77,27.648
310,26,2003,77,27.648
311,26,2003,77,27.648
312,26,2003,77,27.648
313,27,2003,80,18.348
314,27,2003,80,18.348
315,27,2003,80,18.348
316,27,2003,80,18.348
317,27,2003,80,18.348
318,27,2003,80,18.348
319,27,2003,80,18.348
320,27,2003,80,18.348
321,27,2003,80,18.348
322,27,2003,80,18.348
323,27,2003,80,18.348
324,27,2003,80,18.348
325,28,2003,83,35.672
326,28,2003,83,35.672
327,28,2003,83,35.672
328,28,2003,83,35.672
329,28,2003,83,35.672
330,28,2003,83,35.672
331,28,2003,83,35.672
332,28,2003,83,35.672
333,28,2003,83,35.672
334,28,2003,83,35.672
335,28,2003,83,35.672
336,28,2003,83,35.672
337,29,2003,86,34.981
338,29,2003,86,34.981
339,29,2003,86,34.981
340,29,2003,86,34.981
341,29,2003,86,34.981
342,29,2003,86,34.981
343,29,2003,86,34.981
344,29,2003,86,34.981
345,29,2003,86,34.981
346,29,2003,86,34.981
347,29,2003,86,34.981
348,29,2003,86,34.981
349,30,2003,89,19.071
350,30,2003,89,19.071
351,30,2003,89,19.071
352,30,2003,89,19.071
353,30,2003,89,19.071
354,30,2003,89,19.071
355,30,2003,89,19.071
356,30,2003,89,19.071
357,30,2003,89,19.071
358,30,2003,89,19.071
359,30,2003,89,19.071
360,30,2003,89,19.071
361,31,2003,92,34.115
362,31,2003,92,34.115
363,31,2003,92,34.115
364,31,2003,92,34.115
365,31,2003,92,34.115
366,31,2003,92,34.115
367,31,2003,92,34.115
368,31,2003,92,34.115
369,31,2003,92,34.115
370,31,2003,92,34.115
371,31,2003,92,34.115
372,31,2003,92,34.115
373,32,2003,95,32.803
374,32,2003,95,32.803
375,32,2003,95,32.803
376,32,2003,95,32.803
377,32,2003,95,32.803
378,32,2003,95,32.803
379,32,2003,95,32.803
380,32,2003,95,32.803
381,32,2003,95,32.803
382,32,2003,95,32.803
383,32,2003,95,32.803
384,32,2003,95,32.803
385,33,2003,98,15.298
386,33,2003,98,15.298
387,33,2003,98,15.298
388,33,2003,98,15.298
389,33,2003,98,15.298
390,33,2003,98,15.298
391,33,2003,98,15.298
392,33,2003,98,15.298
393,33,2003,98,15.298
394,33,2003,98,15.298
395,33,2003,98,15.298
396,33,2003,98,15.298
397,34,2003,101,32.156
398,34,2003,101,32.156
399,34,2003,101,32.156
400,34,2003,101,32.156
401,34,2003,101,32.156
402,34,2003,101,32.156
403,34,2003,101,32.156
404,34,2003,101,32.156
405,34,2003,101,32.156
406,34,2003,101,32.156
407,34,2003,101,32.156
408,34,2003,101,32.156
409,35,2003,104,28.558
410,35,2003,104,28.558
411,35,2003,104,28.558
412,35,2003,104,28.558
413,35,2003,104,28.558
414,35,2003,104,28.558
415,35,2003,104,28.558
416,35,2003,104,28.558
417,35,2003,104,28.558
418,35,2003,104,28.558
419,35,2003,104,28.558
420,35,2003,104,28.558
421,36,2003,107,29.075
422,36,2003,107,29.075
423,36,2003,107,29.075
424,36,2003,107,29.075
425,36,2003,107,29.075
426,36,2003,107,29.075
427,36,2003,107,29.075
428,36,2003,107,29.075
429,36,2003,107,29.075
430,36,2003,107,29.075
431,36,2003,107,29.075
432,36,2003,107,29.075
433,37,2003,110,25.167
434,37,2003,110,25.167
435,37,2003,110,25.167
436,37,2003,110,25.167
437,37,2003,110,25.167
438,37,2003,110,25.167
439,37,2003,110,25.167
440,37,2003,110,25.167
441,37,2003,110,25.167
442,37,2003,110,25.167
443,37,2003,110,25.167
444,37,2003,110,25.167
445,38,2003,113,37.04
446,38,2003,113,37.04
447,38,2003,113,37.04
448,38,2003,113,37.04
449,38,2003,113,37.04
450,38,2003,113,37.04
451,38,2003,113,37.04
452,38,2003,113,37.04
453,38,2003,113,37.04
454,38,2003,113,37.04
455,38,2003,113,37.04
456,38,2003,113,37.04
457,39,2003,116,52.388
458,39,2003,116,52.388
459,39,2003,116,52.388
460,39,2003,116,52.388
461,39,2003,116,52.388
462,39,2003,116,52.388
463,39,2003,116,52.388
464,39,2003,116,52.388
465,39,2003,116,52.388
466,39,2003,116,52.388
467,39,2003,116,52.388
468,39,2003,116,52.388
469,40,2003,119,55.73
470,40,2003,119,55.73
471,40,2003,119,55.73
472,40,2003,119,55.73
473,40,2003,119,55.73
474,40,2003,119,55.73
475,40,2003,119,55.73
476,40,2003,119,55.73
477,40,2003,119,55.73
478,40,2003,119,55.73
479,40,2003,119,55.73
480,40,2003,119,55.73
481,41,2003,122,57.276
482,41,2003,122,57.276
483,41,2003,122,57.276
484,41,2003,122,57.276
485,41,2003,122,57.276
486,41,2003,122,57.276
487,41,2003,122,57.276
488,41,2003,122,57.276
489,41,2003,122,57.276
490,41,2003,122,57.276
491,41,2003,122,57.276
492,41,2003,122,57.276
493,42,2003,125,35.962
494,42,2003,125,35.962
495,42,2003,125,35.962
496,42,2003,125,35.962
497,42,2003,125,35.962
498,42,2003,125,35.962
499,42,2003,125,35.962
500,42,2003,125,35.962
501,42,2003,125,35.962
502,42,2003,125,35.962
503,42,2003,125,35.962
504,42,2003,125,35.962
505,43,2003,128,47.366
506,43,2003,128,47.366
507,43,2003,128,47.366
508,43,2003,128,47.366
509,43,2003,128,47.366
510,43,2003,128,47.366
511,43,2003,128,47.366
512,43,2003,128,47.366
513,43,2003,128,47.366
514,43,2003,128,47.366
515,43,2003,128,47.366
516,43,2003,128,47.366
517,44,2003,131,60.645
518,44,2003,131,60.645
519,44,2003,131,60.645
520,44,2003,131,60.645
521,44,2003,131,60.645
522,44,2003,131,60.645
523,44,2003,131,60.645
524,44,2003,131,60.645
525,44,2003,131,60.645
526,44,2003,131,60.645
527,44,2003,131,60.645
528,44,2003,131,60.645
529,45,2003,134,41.29
530,45,2003,134,41.29
531,45,2003,134,41.29
532,45,2003,134,41.29
533,45,2003,134,41.29
534,45,2003,134,41.29
535,45,2003,134,41.29
536,45,2003,134,41.29
537,45,2003,134,41.29
538,45,2003,134,41.29
539,45,2003,134,41.29
540,45,2003,134,41.29
541,46,2003,137,44.627
542,46,2003,137,44.627
543,46,2003,137,44.627
544,46,2003,137,44.627
545,46,2003,137,44.627
546,46,2003,137,44.627
547,46,2003,137,44.627
548,46,2003,137,44.627
549,46,2003,137,44.627
550,46,2003,137,44.627
551,46,2003,137,44.627
552,46,2003,137,44.627
553,47,2003,140,33.329
554,47,2003,140,33.329
555,47,2003,140,33.329
556,47,2003,140,33.329
557,47,2003,140,33.329
558,47,2003,140,33.329
559,47,2003,140,33.329
560,47,2003,140,33.329
561,47,2003,140,33.329
562,47,2003,140,33.329
563,47,2003,140,33.329
564,47,2003,140,33.329
565,48,2003,143,21.243
566,48,2003,143,21.243
567,48,2003,143,21.243
568,48,2003,143,21.243
569,48,2003,143,21.243
570,48,2003,143,21.243
571,48,2003,143,21.243
572,48,2003,143,21.243
573,48,2003,143,21.243
574,48,2003,143,21.243
575,48,2003,143,21.243
576,48,2003,143,21.243
577,49,2003,146,50.241
578,49,2003,146,50.241
579,49,2003,146,50.241
580,49,2003,146,50.241
581,49,2003,146,50.241
582,49,2003,146,50.241
583,49,2003,146,50.241
584,49,2003,146,50.241
585,49,2003,146,50.241
586,49,2003,146,50.241
587,49,2003,146,50.241
588,49,2003,146,50.241
589,50,2003,149,48.377
590,50,2003,149,48.377
591,50,2003,149,48.377
592,50,2003,149,48.377
593,50,2003,149,48.377
594,50,2003,149,48.377
595,50,2003,149,48.377
596,50,2003,149,48.377
597,50,2003,149,48.377
598,50,2003,149,48.377
599,50,2003,149,48.377
600,50,2003,149,48.377
601,51,2003,152,41.603
602,51,2003,152,41.603
603,51,2003,152,41.603
604,51,2003,152,41.603
605,51,2003,152,41.603
606,51,2003,152,41.603
607,51,2003,152,41.603
608,51,2003,152,41.603
609,51,2003,152,41.603
610,51,2003,152,41.603
611,51,2003,152,41.603
612,51,2003,152,41.603
613,52,2003,155,61.009
614,52,2003,155,61.009
615,52,2003,155,61.009
616,52,2003,155,61.009
617,52,2003,155,61.009
618,52,2003,155,61.009
619,52,2003,155,61.009
620,52,2003,155,61.009
621,52,2003,155,61.009
622,52,2003,155,61.009
623,52,2003,155,61.009
624,52,2003,155,61.009
625,53,2003,158,61.222
626,53,2003,158,61.222
627,53,2003,158,61.222
628,53,2003,158,61.222
629,53,2003,158,61.222
630,53,2003,158,61.222
631,53,2003,158,61.222
632,53,2003,158,61.222
633,53,2003,158,61.222
634,53,2003,158,61.222
635,53,2003,158,61.222
636,53,2003,158,61.222
637,54,2003,161,57.949
638,54,2003,161,57.949
639,54,2003,161,57.949
640,54,2003,161,57.949
641,54,2003,161,57.949
642,54,2003,161,57.949
643,54,2003,161,57.949
644,54,2003,161,57.949
645,54,2003,161,57.949
646,54,2003,161,57.949
647,54,2003,161,57.949
648,54,2003,161,57.949
649,55,2003,164,37.523
650,55,2003,164,37.523
651,55,2003,164,37.523
652,55,2003,164,37.523
653,55,2003,164,37.523
654,55,2003,164,37.523
655,55,2003,164,37.523
656,55,2003,164,37.523
657,55,2003,164,37.523
658,55,2003,164,37.523
659,55,2003,164,37.523
660,55,2003,164,37.523
661,56,2003,167,57.401
662,56,2003,167,57.401
663,56,2003,167,57.401
664,56,2003,167,57.401
665,56,2003,167,57.401
666,56,2003,167,57.401
667,56,2003,167,57.401
668,56,2003,167,57.401
669,56,2003,167,57.401
670,56,2003,167,57.401
671,56,2003,167,57.401
672,56,2003,167,57.401
673,57,2003,170,45.673
674,57,2003,170,45.673
675,57,2003,170,45.673
676,57,2003,170,45.673
677,57,2003,170,45.673
678,57,2003,170,45.673
679,57,2003,170,45.673
680,57,2003,170,45.673
681,57,2003,170,45.673
682,57,2003,170,45.673
683,57,2003,170,45.673
684,57,2003,170,45.673
685,58,2003,173,42.349
686,58,2003,173,42.349
687,58,2003,173,42.349
688,58,2003,173,42.349
689,58,2003,173,42.349
690,58,2003,173,42.349
691,58,2003,173,42.349
692,58,2003,173,42.349
693,58,2003,173,42.349
694,58,2003,173,42.349
695,58,2003,173,42.349
696,58,2003,173,42.349
697,59,2003,176,56.978
698,59,2003,176,56.978
699,59,2003,176,56.978
700,59,2003,176,56.978
701,59,2003,176,56.978
702,59,2003,176,56.978
703,59,2003,176,56.978
704,59,2003,176,56.978
705,59,2003,176,56.978
706,59,2003,176,56.978
707,59,2003,176,56.978
708,59,2003,176,56.978
709,60,2003,179,56.681
710,60,2003,179,56.681
711,60,2003,179,56.681
712,60,2003,179,56.681
713,60,2003,179,56.681
714,60,2003,179,56.681
715,60,2003,179,56.681
716,60,2003,179,56.681
717,60,2003,179,56.681
718,60,2003,179,56.681
719,60,2003,179,56.681
720,60,2003,179,56.681
721,61,2003,182,42.519
722,61,2003,182,42.519
723,61,2003,182,42.519
724,61,2003,182,42.519
725,61,2003,182,42.519
726,61,2003,182,42.519
727,61,2003,182,42.519
728,61,2003,182,42.519
729,61,2003,182,42.519
730,61,2003,182,42.519
731,61,2003,182,42.519
732,61,2003,182,42.519
733,62,2003,185,51.562
734,62,2003,185,51.562
735,62,2003,185,51.562
736,62,2003,185,51.562
737,62,2003,185,51.562
738,62,2003,185,51.562
739,62,2003,185,51.562
740,62,2003,185,51.562
741,62,2003,185,51.562
742,62,2003,185,51.562
743,62,2003,185,51.562
744,62,2003,185,51.562
745,63,2003,188,56.038
746,63,2003,188,56.038
747,63,2003,188,56.038
748,63,2003,188,56.038
749,63,2003,188,56.038
750,63,2003,188,56.038
751,63,2003,188,56.038
752,63,2003,188,56.038
753,63,2003,188,56.038
754,63,2003,188,56.038
755,63,2003,188,56.038
756,63,2003,188,56.038
757,64,2003,191,51.879
758,64,2003,191,51.879
759,64,2003,191,51.879
760,64,2003,191,51.879
761,64,2003,191,51.879
762,64,2003,191,51.879
763,64,2003,191,51.879
764,64,2003,191,51.879
765,64,2003,191,51.879
766,64,2003,191,51.879
767,64,2003,191,51.879
768,64,2003,191,51.879
769,65,2003,194,43.062
770,65,2003,194,43.062
771,65,2003,194,43.062
772,65,2003,194,43.062
773,65,2003,194,43.062
774,65,2003,194,43.062
775,65,2003,194,43.062
776,65,2003,194,43.062
777,65,2003,194,43.062
778,65,2003,194,43.062
779,65,2003,194,43.062
780,65,2003,194,43.062
781,66,2003,197,43.175
782,66,2003,197,43.175
783,66,2003,197,43.175
784,66,2003,197,43.175
785,66,2003,197,43.175
786,66,2003,197,43.175
787,66,2003,197,43.175
788,66,2003,197,43.175
789,66,2003,197,43.175
790,66,2003,197,43.175
791,66,2003,197,43.175
792,66,2003,197,43.175
793,67,2003,200,43.756
794,67,2003,200,43.756
795,67,2003,200,43.756
796,67,2003,200,43.756
797,67,2003,200,43.756
798,67,2003,200,43.756
799,67,2003,200,43.756
800,67,2003,200,43.756
801,67,2003,200,43.756
802,67,2003,200,43.756
803,67,2003,200,43.756
804,67,2003,200,43.756
805,68,2003,203,55.041
806,68,2003,203,55.041
807,68,2003,203,55.041
808,68,2003,203,55.041
809,68,2003,203,55.041
810,68,2003,203,55.041
811,68,2003,203,55.041
812,68,2003,203,55.041
813,68,2003,203,55.041
814,68,2003,203,55.041
815,68,2003,203,55.041
816,68,2003,203,55.041
817,69,2003,206,46.64
818,69,2003,206,46.64
819,69,2003,206,46.64
820,69,2003,206,46.64
821,69,2003,206,46.64
822,69,2003,206,46.64
823,69,2003,206,46.64
824,69,2003,206,46.64
825,69,2003,206,46.64
826,69,2003,206,46.64
827,69,2003,206,46.64
828,69,2003,206,46.64
829,70,2003,209,49.844
830,70,2003,209,49.844
831,70,2003,209,49.844
832,70,2003,209,49.844
833,70,2003,209,49.844
834,70,2003,209,49.844
835,70,2003,209,49.844
836,70,2003,209,49.844
837,70,2003,209,49.844
838,70,2003,209,49.844
839,70,2003,209,49.844
840,70,2003,209,49.844
841,71,2003,212,53.652
842,71,2003,212,53.652
843,71,2003,212,53.652
844,71,2003,212,53.652
845,71,2003,212,53.652
846,71,2003,212,53.652
847,71,2003,212,53.652
848,71,2003,212,53.652
849,71,2003,212,53.652
850,71,2003,212,53.652
851,71,2003,212,53.652
852,71,2003,212,53.652
853,72,2003,215,50.042
854,72,2003,215,50.042
855,72,2003,215,50.042
856,72,2003,215,50.042
857,72,2003,215,50.042
858,72,2003,215,50.042
859,72,2003,215,50.042
860,72,2003,215,50.042
861,72,2003,215,50.042
862,72,2003,215,50.042
863,72,2003,215,50.042
864,72,2003,215,50.042
865,73,2003,218,52.814
866,73,2003,218,52.814
867,73,2003,218,52.814
868,73,2003,218,52.814
869,73,2003,218,52.814
870,73,2003,218,52.814
871,73,2003,218,52.814
872,73,2003,218,52.814
873,73,2003,218,52.814
874,73,2003,218,52.814
875,73,2003,218,52.814
876,73,2003,218,52.814
877,74,2003,221,42.502
878,74,2003,221,42.502
879,74,2003,221,42.502
880,74,2003,221,42.502
881,74,2003,221,42.502
882,74,2003,221,42.502
883,74,2003,221,42.502
884,74,2003,221,42.502
885,74,2003,221,42.502
886,74,2003,221,42.502
887,74,2003,221,42.502
888,74,2003,221,42.502
889,75,2003,224,48.855
890,75,2003,224,48.855
891,75,2003,224,48.855
892,75,2003,224,48.855
893,75,2003,224,48.855
894,75,2003,224,48.855
895,75,2003,224,48.855
896,75,2003,224,48.855
897,75,2003,224,48.855
898,75,2003,224,48.855
899,75,2003,224,48.855
900,75,2003,224,48.855
901,76,2003,227,50.229
902,76,2003,227,50.229
903,76,2003,227,50.229
904,76,2003,227,50.229
905,76,2003,227,50.229
906,76,2003,227,50.229
907,76,2003,227,50.229
908,76,2003,227,50.229
909,76,2003,227,50.229
910,76,2003,227,50.229
911,76,2003,227,50.229
912,76,2003,227,50.229
913,77,2003,230,50.057
914,77,2003,230,50.057
915,77,2003,230,50.057
916,77,2003,230,50.057
917,77,2003,230,50.057
918,77,2003,230,50.057
919,77,2003,230,50.057
920,77,2003,230,50.057
921,77,2003,230,50.057
922,77,2003,230,50.057
923,77,2003,230,50.057
924,77,2003,230,50.057
925,78,2003,233,50.027
926,78,2003,233,50.027
927,78,2003,233,50.027
928,78,2003,233,50.027
929,78,2003,233,50.027
930,78,2003,233,50.027
931,78,2003,233,50.027
932,78,2003,233,50.027
933,78,2003,233,50.027
934,78,2003,233,50.027
935,78,2003,233,50.027
936,78,2003,233,50.027
937,79,2003,236,41.319
938,79,2003,236,41.319
939,79,2003,236,41.319
940,79,2003,236,41.319
941,79,2003,236,41.319
942,79,2003,236,41.319
943,79,2003,236,41.319
944,79,2003,236,41.319
945,79,2003,236,41.319
946,79,2003,236,41.319
947,79,2003,236,41.319
948,79,2003,236,41.319
949,80,2003,239,40.098
950,80,2003,239,40.098
951,80,2003,239,40.098
952,80,2003,239,40.098
953,80,2003,239,40.098
954,80,2003,239,40.098
955,80,2003,239,40.098
956,80,2003,239,40.098
957,80,2003,239,40.098
958,80,2003,239,40.098
959,80,2003,239,40.098
960,80,2003,239,40.098
961,81,2003,242,50.635
962,81,2003,242,50.635
963,81,2003,242,50.635
964,81,2003,242,50.635
965,81,2003,242,50.635
966,81,2003,242,50.635
967,81,2003,242,50.635
968,81,2003,242,50.635
969,81,2003,242,50.635
970,81,2003,242,50.635
971,81,2003,242,50.635
972,81,2003,242,50.635
973,82,2003,245,50.929
974,82,2003,245,50.929
975,82,2003,245,50.929
976,82,2003,245,50.929
977,82,2003,245,50.929
978,82,2003,245,50.929
979,82,2003,245,50.929
980,82,2003,245,50.929
981,82,2003,245,50.929
982,82,2003,245,50.929
983,82,2003,245,50.929
984,82,2003,245,50.929
985,83,2003,248,45.129
986,83,2003,248,45.129
987,83,2003,248,45.129
988,83,2003,248,45.129
989,83,2003,248,45.129
990,83,2003,248,45.129
991,83,2003,248,45.129
992,83,2003,248,45.129
993,83,2003,248,45.129
994,83,2003,248,45.129
995,83,2003,248,45.129
996,83,2003,248,45.129
997,84,2003,251,37.266
998,84,2003,251,37.266
999,84,2003,251,37.266
1000,84,2003,251,37.266
1001,84,2003,251,37.266
1002,84,2003,251,37.266
1003,84,2003,251,37.266
1004,84,2003,251,37.266
1005,84,2003,251,37.266
1006,84,2003,251,37.266
1007,84,2003,251,37.266
1008,84,2003,251,37.266
1009,85,2003,254,22.431
1010,85,2003,254,22.431
1011,85,2003,254,22.431
1012,85,2003,254,22.431
1013,85,2003,254,22.431
1014,85,2003,254,22.431
1015,85,2003,254,22.431
1016,85,2003,254,22.431
1017,85,2003,254,22.431
1018,85,2003,254,22.431
1019,85,2003,254,22.431
1020,85,2003,254,22.431
1021,86,2003,257,41.7
1022,86,2003,257,41.7
1023,86,2003,257,41.7
1024,86,2003,257,41.7
1025,86,2003,257,41.7
1026,86,2003,257,41.7
1027,86,2003,257,41.7
1028,86,2003,257,41.7
1029,86,2003,257,41.7
1030,86,2003,257,41.7
1031,86,2003,257,41.7
1032,86,2003,257,41.7
1033,87,2003,260,32.64
1034,87,2003,260,32.64
1035,87,2003,260,32.64
1036,87,2003,260,32.64
1037,87,2003,260,32.64
1038,87,2003,260,32.64
1039,87,2003,260,32.64
1040,87,2003,260,32.64
1041,87,2003,260,32.64
1042,87,2003,260,32.64
1043,87,2003,260,32.64
1044,87,2003,260,32.64
1045,88,2003,263,39.764
1046,88,2003,263,39.764
1047,88,2003,263,39.764
1048,88,2003,263,39.764
1049,88,2003,263,39.764
1050,88,2003,263,39.764
1051,88,2003,263,39.764
1052,88,2003,263,39.764
1053,88,2003,263,39.764
1054,88,2003,263,39.764
1055,88,2003,263,39.764
1056,88,2003,263,39.764
1057,89,2003,266,39.269
1058,89,2003,266,39.269
1059,89,2003,266,39.269
1060,89,2003,266,39.269
1061,89,2003,266,39.269
1062,89,2003,266,39.269
1063,89,2003,266,39.269
1064,89,2003,266,39.269
1065,89,2003,266,39.269
1066,89,2003,266,39.269
1067,89,2003,266,39.269
