Title,YEAR,TIMESTEP,CHIN_H_MT_KM2,COHO_H_MT_KM2,CHUM_H_MT_KM2,SOCKEYE_H_MT_KM2,PINK_H_MT_KM2,CHIN_H_N,COHO_H_N,CHUM_H_N,SOCKEYE_H_N,PINK_H_N
Weight,1,1,1,1,1,1,1,1,1,1,1,1
Type,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Timestep,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval
526,1992.0,516.0,0.001166153846153846,0.0018453846153846155,0.0005115384615384615,0.00011846153846153845,8.615384615384617e-05,27483294.0,13497141.0,133624030.0,91189098.0,46245503.0
527,1993.0,516.0,0.001106923076923077,0.001643846153846154,0.0006153846153846154,0.00010999999999999999,1.3846153846153847e-05,26055396.0,12011995.0,178627153.0,77503119.0,6523082.0
528,1993.0,517.0,0.001106923076923077,0.001643846153846154,0.0006153846153846154,0.00010999999999999999,1.3846153846153847e-05,26055396.0,12011995.0,178627153.0,77503119.0,6523082.0
529,1993.0,518.0,0.001106923076923077,0.001643846153846154,0.0006153846153846154,0.00010999999999999999,1.3846153846153847e-05,26055396.0,12011995.0,178627153.0,77503119.0,6523082.0
530,1993.0,519.0,0.001106923076923077,0.001643846153846154,0.0006153846153846154,0.00010999999999999999,1.3846153846153847e-05,26055396.0,12011995.0,178627153.0,77503119.0,6523082.0
531,1993.0,520.0,0.001106923076923077,0.001643846153846154,0.0006153846153846154,0.00010999999999999999,1.3846153846153847e-05,26055396.0,12011995.0,178627153.0,77503119.0,6523082.0
532,1993.0,521.0,0.001106923076923077,0.001643846153846154,0.0006153846153846154,0.00010999999999999999,1.3846153846153847e-05,26055396.0,12011995.0,178627153.0,77503119.0,6523082.0
533,1993.0,522.0,0.001106923076923077,0.001643846153846154,0.0006153846153846154,0.00010999999999999999,1.3846153846153847e-05,26055396.0,12011995.0,178627153.0,77503119.0,6523082.0
534,1993.0,523.0,0.001106923076923077,0.001643846153846154,0.0006153846153846154,0.00010999999999999999,1.3846153846153847e-05,26055396.0,12011995.0,178627153.0,77503119.0,6523082.0
535,1993.0,524.0,0.001106923076923077,0.001643846153846154,0.0006153846153846154,0.00010999999999999999,1.3846153846153847e-05,26055396.0,12011995.0,178627153.0,77503119.0,6523082.0
536,1993.0,525.0,0.001106923076923077,0.001643846153846154,0.0006153846153846154,0.00010999999999999999,1.3846153846153847e-05,26055396.0,12011995.0,178627153.0,77503119.0,6523082.0
537,1993.0,526.0,0.001106923076923077,0.001643846153846154,0.0006153846153846154,0.00010999999999999999,1.3846153846153847e-05,26055396.0,12011995.0,178627153.0,77503119.0,6523082.0
538,1993.0,527.0,0.001106923076923077,0.001643846153846154,0.0006153846153846154,0.00010999999999999999,1.3846153846153847e-05,26055396.0,12011995.0,178627153.0,77503119.0,6523082.0
539,1993.0,528.0,0.001106923076923077,0.001643846153846154,0.0006153846153846154,0.00010999999999999999,1.3846153846153847e-05,26055396.0,12011995.0,178627153.0,77503119.0,6523082.0
540,1994.0,528.0,0.0009661538461538462,0.0017761538461538461,0.0005946153846153845,9.923076923076922e-05,5.692307692307692e-05,22782777.0,12969641.0,164081087.0,62575414.0,35785922.0
541,1994.0,529.0,0.0009661538461538462,0.0017761538461538461,0.0005946153846153845,9.923076923076922e-05,5.692307692307692e-05,22782777.0,12969641.0,164081087.0,62575414.0,35785922.0
542,1994.0,530.0,0.0009661538461538462,0.0017761538461538461,0.0005946153846153845,9.923076923076922e-05,5.692307692307692e-05,22782777.0,12969641.0,164081087.0,62575414.0,35785922.0
543,1994.0,531.0,0.0009661538461538462,0.0017761538461538461,0.0005946153846153845,9.923076923076922e-05,5.692307692307692e-05,22782777.0,12969641.0,164081087.0,62575414.0,35785922.0
544,1994.0,532.0,0.0009661538461538462,0.0017761538461538461,0.0005946153846153845,9.923076923076922e-05,5.692307692307692e-05,22782777.0,12969641.0,164081087.0,62575414.0,35785922.0
545,1994.0,533.0,0.0009661538461538462,0.0017761538461538461,0.0005946153846153845,9.923076923076922e-05,5.692307692307692e-05,22782777.0,12969641.0,164081087.0,62575414.0,35785922.0
546,1994.0,534.0,0.0009661538461538462,0.0017761538461538461,0.0005946153846153845,9.923076923076922e-05,5.692307692307692e-05,22782777.0,12969641.0,164081087.0,62575414.0,35785922.0
547,1994.0,535.0,0.0009661538461538462,0.0017761538461538461,0.0005946153846153845,9.923076923076922e-05,5.692307692307692e-05,22782777.0,12969641.0,164081087.0,62575414.0,35785922.0
548,1994.0,536.0,0.0009661538461538462,0.0017761538461538461,0.0005946153846153845,9.923076923076922e-05,5.692307692307692e-05,22782777.0,12969641.0,164081087.0,62575414.0,35785922.0
549,1994.0,537.0,0.0009661538461538462,0.0017761538461538461,0.0005946153846153845,9.923076923076922e-05,5.692307692307692e-05,22782777.0,12969641.0,164081087.0,62575414.0,35785922.0
550,1994.0,538.0,0.0009661538461538462,0.0017761538461538461,0.0005946153846153845,9.923076923076922e-05,5.692307692307692e-05,22782777.0,12969641.0,164081087.0,62575414.0,35785922.0
551,1994.0,539.0,0.0009661538461538462,0.0017761538461538461,0.0005946153846153845,9.923076923076922e-05,5.692307692307692e-05,22782777.0,12969641.0,164081087.0,62575414.0,35785922.0
552,1994.0,540.0,0.0009661538461538462,0.0017761538461538461,0.0005946153846153845,9.923076923076922e-05,5.692307692307692e-05,22782777.0,12969641.0,164081087.0,62575414.0,35785922.0
553,1995.0,540.0,0.0011325,0.0019,0.0006041666666666666,9.083333333333334e-05,1.4166666666666668e-05,24666446.0,12830123.0,153124457.0,53460183.0,5136774.0
554,1995.0,541.0,0.0011325,0.0019,0.0006041666666666666,9.083333333333334e-05,1.4166666666666668e-05,24666446.0,12830123.0,153124457.0,53460183.0,5136774.0
555,1995.0,542.0,0.0011325,0.0019,0.0006041666666666666,9.083333333333334e-05,1.4166666666666668e-05,24666446.0,12830123.0,153124457.0,53460183.0,5136774.0
556,1995.0,543.0,0.0011325,0.0019,0.0006041666666666666,9.083333333333334e-05,1.4166666666666668e-05,24666446.0,12830123.0,153124457.0,53460183.0,5136774.0
557,1995.0,544.0,0.0011325,0.0019,0.0006041666666666666,9.083333333333334e-05,1.4166666666666668e-05,24666446.0,12830123.0,153124457.0,53460183.0,5136774.0
558,1995.0,545.0,0.0011325,0.0019,0.0006041666666666666,9.083333333333334e-05,1.4166666666666668e-05,24666446.0,12830123.0,153124457.0,53460183.0,5136774.0
559,1995.0,546.0,0.0011325,0.0019,0.0006041666666666666,9.083333333333334e-05,1.4166666666666668e-05,24666446.0,12830123.0,153124457.0,53460183.0,5136774.0
560,1995.0,547.0,0.0011325,0.0019,0.0006041666666666666,9.083333333333334e-05,1.4166666666666668e-05,24666446.0,12830123.0,153124457.0,53460183.0,5136774.0
561,1995.0,548.0,0.0011325,0.0019,0.0006041666666666666,9.083333333333334e-05,1.4166666666666668e-05,24666446.0,12830123.0,153124457.0,53460183.0,5136774.0
562,1995.0,549.0,0.0011325,0.0019,0.0006041666666666666,9.083333333333334e-05,1.4166666666666668e-05,24666446.0,12830123.0,153124457.0,53460183.0,5136774.0
563,1995.0,550.0,0.0011325,0.0019,0.0006041666666666666,9.083333333333334e-05,1.4166666666666668e-05,24666446.0,12830123.0,153124457.0,53460183.0,5136774.0
564,1995.0,551.0,0.0011325,0.0019,0.0006041666666666666,9.083333333333334e-05,1.4166666666666668e-05,24666446.0,12830123.0,153124457.0,53460183.0,5136774.0
565,1996.0,552.0,0.0009358333333333333,0.001915,0.0006508333333333332,6.333333333333333e-05,7.5e-05,20354689.0,12937497.0,121458552.0,35728779.0,29499349.0
566,1996.0,553.0,0.0009358333333333333,0.001915,0.0006508333333333332,6.333333333333333e-05,7.5e-05,20354689.0,12937497.0,121458552.0,35728779.0,29499349.0
567,1996.0,554.0,0.0009358333333333333,0.001915,0.0006508333333333332,6.333333333333333e-05,7.5e-05,20354689.0,12937497.0,121458552.0,35728779.0,29499349.0
568,1996.0,555.0,0.0009358333333333333,0.001915,0.0006508333333333332,6.333333333333333e-05,7.5e-05,20354689.0,12937497.0,121458552.0,35728779.0,29499349.0
569,1996.0,556.0,0.0009358333333333333,0.001915,0.0006508333333333332,6.333333333333333e-05,7.5e-05,20354689.0,12937497.0,121458552.0,35728779.0,29499349.0
570,1996.0,557.0,0.0009358333333333333,0.001915,0.0006508333333333332,6.333333333333333e-05,7.5e-05,20354689.0,12937497.0,121458552.0,35728779.0,29499349.0
571,1996.0,558.0,0.0009358333333333333,0.001915,0.0006508333333333332,6.333333333333333e-05,7.5e-05,20354689.0,12937497.0,121458552.0,35728779.0,29499349.0
572,1996.0,559.0,0.0009358333333333333,0.001915,0.0006508333333333332,6.333333333333333e-05,7.5e-05,20354689.0,12937497.0,121458552.0,35728779.0,29499349.0
573,1996.0,560.0,0.0009358333333333333,0.001915,0.0006508333333333332,6.333333333333333e-05,7.5e-05,20354689.0,12937497.0,121458552.0,35728779.0,29499349.0
574,1996.0,561.0,0.0009358333333333333,0.001915,0.0006508333333333332,6.333333333333333e-05,7.5e-05,20354689.0,12937497.0,121458552.0,35728779.0,29499349.0
575,1996.0,562.0,0.0009358333333333333,0.001915,0.0006508333333333332,6.333333333333333e-05,7.5e-05,20354689.0,12937497.0,121458552.0,35728779.0,29499349.0
576,1996.0,563.0,0.0009358333333333333,0.001915,0.0006508333333333332,6.333333333333333e-05,7.5e-05,20354689.0,12937497.0,121458552.0,35728779.0,29499349.0
577,1997.0,564.0,0.0010776923076923077,0.0016307692307692308,0.00041384615384615386,0.0001346153846153846,2.1538461538461535e-05,25425556.0,11918273.0,102762247.0,84022302.0,5522940.0
578,1997.0,565.0,0.0010776923076923077,0.0016307692307692308,0.00041384615384615386,0.0001346153846153846,2.1538461538461535e-05,25425556.0,11918273.0,102762247.0,84022302.0,5522940.0
579,1997.0,566.0,0.0010776923076923077,0.0016307692307692308,0.00041384615384615386,0.0001346153846153846,2.1538461538461535e-05,25425556.0,11918273.0,102762247.0,84022302.0,5522940.0
580,1997.0,567.0,0.0010776923076923077,0.0016307692307692308,0.00041384615384615386,0.0001346153846153846,2.1538461538461535e-05,25425556.0,11918273.0,102762247.0,84022302.0,5522940.0
581,1997.0,568.0,0.0010776923076923077,0.0016307692307692308,0.00041384615384615386,0.0001346153846153846,2.1538461538461535e-05,25425556.0,11918273.0,102762247.0,84022302.0,5522940.0
582,1997.0,569.0,0.0010776923076923077,0.0016307692307692308,0.00041384615384615386,0.0001346153846153846,2.1538461538461535e-05,25425556.0,11918273.0,102762247.0,84022302.0,5522940.0
583,1997.0,570.0,0.0010776923076923077,0.0016307692307692308,0.00041384615384615386,0.0001346153846153846,2.1538461538461535e-05,25425556.0,11918273.0,102762247.0,84022302.0,5522940.0
584,1997.0,571.0,0.0010776923076923077,0.0016307692307692308,0.00041384615384615386,0.0001346153846153846,2.1538461538461535e-05,25425556.0,11918273.0,102762247.0,84022302.0,5522940.0
585,1997.0,572.0,0.0010776923076923077,0.0016307692307692308,0.00041384615384615386,0.0001346153846153846,2.1538461538461535e-05,25425556.0,11918273.0,102762247.0,84022302.0,5522940.0
586,1997.0,573.0,0.0010776923076923077,0.0016307692307692308,0.00041384615384615386,0.0001346153846153846,2.1538461538461535e-05,25425556.0,11918273.0,102762247.0,84022302.0,5522940.0
587,1997.0,574.0,0.0010776923076923077,0.0016307692307692308,0.00041384615384615386,0.0001346153846153846,2.1538461538461535e-05,25425556.0,11918273.0,102762247.0,84022302.0,5522940.0
588,1997.0,575.0,0.0010776923076923077,0.0016307692307692308,0.00041384615384615386,0.0001346153846153846,2.1538461538461535e-05,25425556.0,11918273.0,102762247.0,84022302.0,5522940.0
589,1997.0,576.0,0.0010776923076923077,0.0016307692307692308,0.00041384615384615386,0.0001346153846153846,2.1538461538461535e-05,25425556.0,11918273.0,102762247.0,84022302.0,5522940.0
590,1998.0,576.0,0.0008992307692307691,0.0015899999999999998,0.0005461538461538462,4.769230769230769e-05,8.153846153846153e-05,21199694.0,11626247.0,132222518.0,26670538.0,31027995.0
591,1998.0,577.0,0.0008992307692307691,0.0015899999999999998,0.0005461538461538462,4.769230769230769e-05,8.153846153846153e-05,21199694.0,11626247.0,132222518.0,26670538.0,31027995.0
592,1998.0,578.0,0.0008992307692307691,0.0015899999999999998,0.0005461538461538462,4.769230769230769e-05,8.153846153846153e-05,21199694.0,11626247.0,132222518.0,26670538.0,31027995.0
593,1998.0,579.0,0.0008992307692307691,0.0015899999999999998,0.0005461538461538462,4.769230769230769e-05,8.153846153846153e-05,21199694.0,11626247.0,132222518.0,26670538.0,31027995.0
594,1998.0,580.0,0.0008992307692307691,0.0015899999999999998,0.0005461538461538462,4.769230769230769e-05,8.153846153846153e-05,21199694.0,11626247.0,132222518.0,26670538.0,31027995.0
595,1998.0,581.0,0.0008992307692307691,0.0015899999999999998,0.0005461538461538462,4.769230769230769e-05,8.153846153846153e-05,21199694.0,11626247.0,132222518.0,26670538.0,31027995.0
596,1998.0,582.0,0.0008992307692307691,0.0015899999999999998,0.0005461538461538462,4.769230769230769e-05,8.153846153846153e-05,21199694.0,11626247.0,132222518.0,26670538.0,31027995.0
597,1998.0,583.0,0.0008992307692307691,0.0015899999999999998,0.0005461538461538462,4.769230769230769e-05,8.153846153846153e-05,21199694.0,11626247.0,132222518.0,26670538.0,31027995.0
598,1998.0,584.0,0.0008992307692307691,0.0015899999999999998,0.0005461538461538462,4.769230769230769e-05,8.153846153846153e-05,21199694.0,11626247.0,132222518.0,26670538.0,31027995.0
599,1998.0,585.0,0.0008992307692307691,0.0015899999999999998,0.0005461538461538462,4.769230769230769e-05,8.153846153846153e-05,21199694.0,11626247.0,132222518.0,26670538.0,31027995.0
600,1998.0,586.0,0.0008992307692307691,0.0015899999999999998,0.0005461538461538462,4.769230769230769e-05,8.153846153846153e-05,21199694.0,11626247.0,132222518.0,26670538.0,31027995.0
601,1998.0,587.0,0.0008992307692307691,0.0015899999999999998,0.0005461538461538462,4.769230769230769e-05,8.153846153846153e-05,21199694.0,11626247.0,132222518.0,26670538.0,31027995.0
602,1998.0,588.0,0.0008992307692307691,0.0015899999999999998,0.0005461538461538462,4.769230769230769e-05,8.153846153846153e-05,21199694.0,11626247.0,132222518.0,26670538.0,31027995.0
603,1999.0,588.0,0.0010984615384615384,0.0016792307692307692,0.0004884615384615384,9.538461538461538e-05,1.153846153846154e-05,25866125.0,12271338.0,161936282.0,82442646.0,7148010.0
604,1999.0,589.0,0.0010984615384615384,0.0016792307692307692,0.0004884615384615384,9.538461538461538e-05,1.153846153846154e-05,25866125.0,12271338.0,161936282.0,82442646.0,7148010.0
605,1999.0,590.0,0.0010984615384615384,0.0016792307692307692,0.0004884615384615384,9.538461538461538e-05,1.153846153846154e-05,25866125.0,12271338.0,161936282.0,82442646.0,7148010.0
606,1999.0,591.0,0.0010984615384615384,0.0016792307692307692,0.0004884615384615384,9.538461538461538e-05,1.153846153846154e-05,25866125.0,12271338.0,161936282.0,82442646.0,7148010.0
607,1999.0,592.0,0.0010984615384615384,0.0016792307692307692,0.0004884615384615384,9.538461538461538e-05,1.153846153846154e-05,25866125.0,12271338.0,161936282.0,82442646.0,7148010.0
608,1999.0,593.0,0.0010984615384615384,0.0016792307692307692,0.0004884615384615384,9.538461538461538e-05,1.153846153846154e-05,25866125.0,12271338.0,161936282.0,82442646.0,7148010.0
609,1999.0,594.0,0.0010984615384615384,0.0016792307692307692,0.0004884615384615384,9.538461538461538e-05,1.153846153846154e-05,25866125.0,12271338.0,161936282.0,82442646.0,7148010.0
610,1999.0,595.0,0.0010984615384615384,0.0016792307692307692,0.0004884615384615384,9.538461538461538e-05,1.153846153846154e-05,25866125.0,12271338.0,161936282.0,82442646.0,7148010.0
611,1999.0,596.0,0.0010984615384615384,0.0016792307692307692,0.0004884615384615384,9.538461538461538e-05,1.153846153846154e-05,25866125.0,12271338.0,161936282.0,82442646.0,7148010.0
612,1999.0,597.0,0.0010984615384615384,0.0016792307692307692,0.0004884615384615384,9.538461538461538e-05,1.153846153846154e-05,25866125.0,12271338.0,161936282.0,82442646.0,7148010.0
613,1999.0,598.0,0.0010984615384615384,0.0016792307692307692,0.0004884615384615384,9.538461538461538e-05,1.153846153846154e-05,25866125.0,12271338.0,161936282.0,82442646.0,7148010.0
614,1999.0,599.0,0.0010984615384615384,0.0016792307692307692,0.0004884615384615384,9.538461538461538e-05,1.153846153846154e-05,25866125.0,12271338.0,161936282.0,82442646.0,7148010.0
615,1999.0,600.0,0.0010984615384615384,0.0016792307692307692,0.0004884615384615384,9.538461538461538e-05,1.153846153846154e-05,25866125.0,12271338.0,161936282.0,82442646.0,7148010.0
616,2000.0,600.0,0.0012741666666666667,0.0021216666666666667,0.000485,0.00015166666666666668,5.7499999999999995e-05,27720840.0,14331042.0,144766947.0,67418752.0,20501293.0
617,2000.0,601.0,0.0012741666666666667,0.0021216666666666667,0.000485,0.00015166666666666668,5.7499999999999995e-05,27720840.0,14331042.0,144766947.0,67418752.0,20501293.0
618,2000.0,602.0,0.0012741666666666667,0.0021216666666666667,0.000485,0.00015166666666666668,5.7499999999999995e-05,27720840.0,14331042.0,144766947.0,67418752.0,20501293.0
619,2000.0,603.0,0.0012741666666666667,0.0021216666666666667,0.000485,0.00015166666666666668,5.7499999999999995e-05,27720840.0,14331042.0,144766947.0,67418752.0,20501293.0
620,2000.0,604.0,0.0012741666666666667,0.0021216666666666667,0.000485,0.00015166666666666668,5.7499999999999995e-05,27720840.0,14331042.0,144766947.0,67418752.0,20501293.0
621,2000.0,605.0,0.0012741666666666667,0.0021216666666666667,0.000485,0.00015166666666666668,5.7499999999999995e-05,27720840.0,14331042.0,144766947.0,67418752.0,20501293.0
622,2000.0,606.0,0.0012741666666666667,0.0021216666666666667,0.000485,0.00015166666666666668,5.7499999999999995e-05,27720840.0,14331042.0,144766947.0,67418752.0,20501293.0
623,2000.0,607.0,0.0012741666666666667,0.0021216666666666667,0.000485,0.00015166666666666668,5.7499999999999995e-05,27720840.0,14331042.0,144766947.0,67418752.0,20501293.0
624,2000.0,608.0,0.0012741666666666667,0.0021216666666666667,0.000485,0.00015166666666666668,5.7499999999999995e-05,27720840.0,14331042.0,144766947.0,67418752.0,20501293.0
625,2000.0,609.0,0.0012741666666666667,0.0021216666666666667,0.000485,0.00015166666666666668,5.7499999999999995e-05,27720840.0,14331042.0,144766947.0,67418752.0,20501293.0
626,2000.0,610.0,0.0012741666666666667,0.0021216666666666667,0.000485,0.00015166666666666668,5.7499999999999995e-05,27720840.0,14331042.0,144766947.0,67418752.0,20501293.0
627,2000.0,611.0,0.0012741666666666667,0.0021216666666666667,0.000485,0.00015166666666666668,5.7499999999999995e-05,27720840.0,14331042.0,144766947.0,67418752.0,20501293.0
628,2001.0,612.0,0.0011025,0.002231666666666667,0.0004541666666666667,0.00011999999999999999,1.4166666666666666e-05,24000294.0,15067577.0,125086923.0,50695561.0,7682735.0
629,2001.0,613.0,0.0011025,0.002231666666666667,0.0004541666666666667,0.00011999999999999999,1.4166666666666666e-05,24000294.0,15067577.0,125086923.0,50695561.0,7682735.0
630,2001.0,614.0,0.0011025,0.002231666666666667,0.0004541666666666667,0.00011999999999999999,1.4166666666666666e-05,24000294.0,15067577.0,125086923.0,50695561.0,7682735.0
631,2001.0,615.0,0.0011025,0.002231666666666667,0.0004541666666666667,0.00011999999999999999,1.4166666666666666e-05,24000294.0,15067577.0,125086923.0,50695561.0,7682735.0
632,2001.0,616.0,0.0011025,0.002231666666666667,0.0004541666666666667,0.00011999999999999999,1.4166666666666666e-05,24000294.0,15067577.0,125086923.0,50695561.0,7682735.0
633,2001.0,617.0,0.0011025,0.002231666666666667,0.0004541666666666667,0.00011999999999999999,1.4166666666666666e-05,24000294.0,15067577.0,125086923.0,50695561.0,7682735.0
634,2001.0,618.0,0.0011025,0.002231666666666667,0.0004541666666666667,0.00011999999999999999,1.4166666666666666e-05,24000294.0,15067577.0,125086923.0,50695561.0,7682735.0
635,2001.0,619.0,0.0011025,0.002231666666666667,0.0004541666666666667,0.00011999999999999999,1.4166666666666666e-05,24000294.0,15067577.0,125086923.0,50695561.0,7682735.0
636,2001.0,620.0,0.0011025,0.002231666666666667,0.0004541666666666667,0.00011999999999999999,1.4166666666666666e-05,24000294.0,15067577.0,125086923.0,50695561.0,7682735.0
637,2001.0,621.0,0.0011025,0.002231666666666667,0.0004541666666666667,0.00011999999999999999,1.4166666666666666e-05,24000294.0,15067577.0,125086923.0,50695561.0,7682735.0
638,2001.0,622.0,0.0011025,0.002231666666666667,0.0004541666666666667,0.00011999999999999999,1.4166666666666666e-05,24000294.0,15067577.0,125086923.0,50695561.0,7682735.0
639,2001.0,623.0,0.0011025,0.002231666666666667,0.0004541666666666667,0.00011999999999999999,1.4166666666666666e-05,24000294.0,15067577.0,125086923.0,50695561.0,7682735.0
640,2002.0,624.0,0.0012507692307692309,0.001929230769230769,0.000543076923076923,0.00011153846153846154,5.846153846153847e-05,29483872.0,14109073.0,174285140.0,61422367.0,25288122.0
641,2002.0,625.0,0.0012507692307692309,0.001929230769230769,0.000543076923076923,0.00011153846153846154,5.846153846153847e-05,29483872.0,14109073.0,174285140.0,61422367.0,25288122.0
642,2002.0,626.0,0.0012507692307692309,0.001929230769230769,0.000543076923076923,0.00011153846153846154,5.846153846153847e-05,29483872.0,14109073.0,174285140.0,61422367.0,25288122.0
643,2002.0,627.0,0.0012507692307692309,0.001929230769230769,0.000543076923076923,0.00011153846153846154,5.846153846153847e-05,29483872.0,14109073.0,174285140.0,61422367.0,25288122.0
644,2002.0,628.0,0.0012507692307692309,0.001929230769230769,0.000543076923076923,0.00011153846153846154,5.846153846153847e-05,29483872.0,14109073.0,174285140.0,61422367.0,25288122.0
645,2002.0,629.0,0.0012507692307692309,0.001929230769230769,0.000543076923076923,0.00011153846153846154,5.846153846153847e-05,29483872.0,14109073.0,174285140.0,61422367.0,25288122.0
646,2002.0,630.0,0.0012507692307692309,0.001929230769230769,0.000543076923076923,0.00011153846153846154,5.846153846153847e-05,29483872.0,14109073.0,174285140.0,61422367.0,25288122.0
647,2002.0,631.0,0.0012507692307692309,0.001929230769230769,0.000543076923076923,0.00011153846153846154,5.846153846153847e-05,29483872.0,14109073.0,174285140.0,61422367.0,25288122.0
648,2002.0,632.0,0.0012507692307692309,0.001929230769230769,0.000543076923076923,0.00011153846153846154,5.846153846153847e-05,29483872.0,14109073.0,174285140.0,61422367.0,25288122.0
649,2002.0,633.0,0.0012507692307692309,0.001929230769230769,0.000543076923076923,0.00011153846153846154,5.846153846153847e-05,29483872.0,14109073.0,174285140.0,61422367.0,25288122.0
650,2002.0,634.0,0.0012507692307692309,0.001929230769230769,0.000543076923076923,0.00011153846153846154,5.846153846153847e-05,29483872.0,14109073.0,174285140.0,61422367.0,25288122.0
651,2002.0,635.0,0.0012507692307692309,0.001929230769230769,0.000543076923076923,0.00011153846153846154,5.846153846153847e-05,29483872.0,14109073.0,174285140.0,61422367.0,25288122.0
652,2002.0,636.0,0.0012507692307692309,0.001929230769230769,0.000543076923076923,0.00011153846153846154,5.846153846153847e-05,29483872.0,14109073.0,174285140.0,61422367.0,25288122.0
653,2003.0,636.0,0.0011683333333333333,0.0019391666666666665,0.0005625,0.00020833333333333335,1.7500000000000002e-05,25436934.0,13090018.0,163811215.0,98698810.0,8630189.0
654,2003.0,637.0,0.0011683333333333333,0.0019391666666666665,0.0005625,0.00020833333333333335,1.7500000000000002e-05,25436934.0,13090018.0,163811215.0,98698810.0,8630189.0
655,2003.0,638.0,0.0011683333333333333,0.0019391666666666665,0.0005625,0.00020833333333333335,1.7500000000000002e-05,25436934.0,13090018.0,163811215.0,98698810.0,8630189.0
656,2003.0,639.0,0.0011683333333333333,0.0019391666666666665,0.0005625,0.00020833333333333335,1.7500000000000002e-05,25436934.0,13090018.0,163811215.0,98698810.0,8630189.0
657,2003.0,640.0,0.0011683333333333333,0.0019391666666666665,0.0005625,0.00020833333333333335,1.7500000000000002e-05,25436934.0,13090018.0,163811215.0,98698810.0,8630189.0
658,2003.0,641.0,0.0011683333333333333,0.0019391666666666665,0.0005625,0.00020833333333333335,1.7500000000000002e-05,25436934.0,13090018.0,163811215.0,98698810.0,8630189.0
659,2003.0,642.0,0.0011683333333333333,0.0019391666666666665,0.0005625,0.00020833333333333335,1.7500000000000002e-05,25436934.0,13090018.0,163811215.0,98698810.0,8630189.0
660,2003.0,643.0,0.0011683333333333333,0.0019391666666666665,0.0005625,0.00020833333333333335,1.7500000000000002e-05,25436934.0,13090018.0,163811215.0,98698810.0,8630189.0
661,2003.0,644.0,0.0011683333333333333,0.0019391666666666665,0.0005625,0.00020833333333333335,1.7500000000000002e-05,25436934.0,13090018.0,163811215.0,98698810.0,8630189.0
662,2003.0,645.0,0.0011683333333333333,0.0019391666666666665,0.0005625,0.00020833333333333335,1.7500000000000002e-05,25436934.0,13090018.0,163811215.0,98698810.0,8630189.0
663,2003.0,646.0,0.0011683333333333333,0.0019391666666666665,0.0005625,0.00020833333333333335,1.7500000000000002e-05,25436934.0,13090018.0,163811215.0,98698810.0,8630189.0
664,2003.0,647.0,0.0011683333333333333,0.0019391666666666665,0.0005625,0.00020833333333333335,1.7500000000000002e-05,25436934.0,13090018.0,163811215.0,98698810.0,8630189.0
665,2004.0,648.0,0.0010723076923076923,0.0014053846153846154,0.00036769230769230764,0.0001430769230769231,4.230769230769231e-05,25292628.0,10269916.0,105028308.0,94840107.0,20794458.0
666,2004.0,649.0,0.0010723076923076923,0.0014053846153846154,0.00036769230769230764,0.0001430769230769231,4.230769230769231e-05,25292628.0,10269916.0,105028308.0,94840107.0,20794458.0
667,2004.0,650.0,0.0010723076923076923,0.0014053846153846154,0.00036769230769230764,0.0001430769230769231,4.230769230769231e-05,25292628.0,10269916.0,105028308.0,94840107.0,20794458.0
668,2004.0,651.0,0.0010723076923076923,0.0014053846153846154,0.00036769230769230764,0.0001430769230769231,4.230769230769231e-05,25292628.0,10269916.0,105028308.0,94840107.0,20794458.0
669,2004.0,652.0,0.0010723076923076923,0.0014053846153846154,0.00036769230769230764,0.0001430769230769231,4.230769230769231e-05,25292628.0,10269916.0,105028308.0,94840107.0,20794458.0
670,2004.0,653.0,0.0010723076923076923,0.0014053846153846154,0.00036769230769230764,0.0001430769230769231,4.230769230769231e-05,25292628.0,10269916.0,105028308.0,94840107.0,20794458.0
671,2004.0,654.0,0.0010723076923076923,0.0014053846153846154,0.00036769230769230764,0.0001430769230769231,4.230769230769231e-05,25292628.0,10269916.0,105028308.0,94840107.0,20794458.0
672,2004.0,655.0,0.0010723076923076923,0.0014053846153846154,0.00036769230769230764,0.0001430769230769231,4.230769230769231e-05,25292628.0,10269916.0,105028308.0,94840107.0,20794458.0
673,2004.0,656.0,0.0010723076923076923,0.0014053846153846154,0.00036769230769230764,0.0001430769230769231,4.230769230769231e-05,25292628.0,10269916.0,105028308.0,94840107.0,20794458.0
674,2004.0,657.0,0.0010723076923076923,0.0014053846153846154,0.00036769230769230764,0.0001430769230769231,4.230769230769231e-05,25292628.0,10269916.0,105028308.0,94840107.0,20794458.0
675,2004.0,658.0,0.0010723076923076923,0.0014053846153846154,0.00036769230769230764,0.0001430769230769231,4.230769230769231e-05,25292628.0,10269916.0,105028308.0,94840107.0,20794458.0
676,2004.0,659.0,0.0010723076923076923,0.0014053846153846154,0.00036769230769230764,0.0001430769230769231,4.230769230769231e-05,25292628.0,10269916.0,105028308.0,94840107.0,20794458.0
677,2004.0,660.0,0.0010723076923076923,0.0014053846153846154,0.00036769230769230764,0.0001430769230769231,4.230769230769231e-05,25292628.0,10269916.0,105028308.0,94840107.0,20794458.0
